,League,Year,Date,Time,H_Code,H_Team,A_Code,A_Team,H_Goals,A_Goals,Result
9292,itl,2019,15/12/2019,,,Verona,,Torino,3,3,D
9293,itl,2019,15/12/2019,,,Bologna,,Atalanta,2,1,H
9294,itl,2019,15/12/2019,,,Juventus,,Udinese,3,1,H
9295,itl,2019,15/12/2019,,,Milan,,Sassuolo,0,0,D
9296,itl,2019,15/12/2019,,,Roma,,Spal,3,1,H
9297,itl,2019,15/12/2019,,,Fiorentina,,Inter,1,1,D
9298,itl,2019,16/12/2019,,,Cagliari,,Lazio,1,2,A
9299,itl,2019,18/12/2019,,,Sampdoria,,Juventus,1,2,A
9300,itl,2019,18/12/2019,,,Brescia,,Sassuolo,0,2,A
9301,itl,2019,20/12/2019,,,Fiorentina,,Roma,1,4,A
9302,itl,2019,21/12/2019,,,Udinese,,Cagliari,2,1,H
9303,itl,2019,21/12/2019,,,Inter,,Genoa,4,0,H
9304,itl,2019,21/12/2019,,,Torino,,Spal,1,2,A
9305,itl,2019,22/12/2019,,,Atalanta,,Milan,5,0,H
9306,itl,2019,22/12/2019,,,Lecce,,Bologna,2,3,A
9307,itl,2019,22/12/2019,,,Parma,,Brescia,1,1,D
9308,itl,2019,22/12/2019,,,Sassuolo,,Napoli,1,2,A
9309,itl,2019,05/01/2020,,,Brescia,,Lazio,1,2,A
9310,itl,2019,05/01/2020,,,Spal,,Verona,0,2,A
9311,itl,2019,05/01/2020,,,Genoa,,Sassuolo,2,1,H
9312,itl,2019,05/01/2020,,,Roma,,Torino,0,2,A
9313,itl,2019,06/01/2020,,,Bologna,,Fiorentina,1,1,D
9314,itl,2019,06/01/2020,,,Atalanta,,Parma,5,0,H
9315,itl,2019,06/01/2020,,,Juventus,,Cagliari,4,0,H
9316,itl,2019,06/01/2020,,,Milan,,Sampdoria,0,0,D
9317,itl,2019,06/01/2020,,,Lecce,,Udinese,0,1,A
9318,itl,2019,06/01/2020,,,Napoli,,Inter,1,3,A
9319,itl,2019,11/01/2020,,,Cagliari,,Milan,0,2,A
9320,itl,2019,11/01/2020,,,Lazio,,Napoli,1,0,H
9321,itl,2019,11/01/2020,,,Inter,,Atalanta,1,1,D
9322,itl,2019,12/01/2020,,,Udinese,,Sassuolo,3,0,H
9323,itl,2019,12/01/2020,,,Fiorentina,,Spal,1,0,H
9324,itl,2019,12/01/2020,,,Sampdoria,,Brescia,5,1,H
9325,itl,2019,12/01/2020,,,Torino,,Bologna,1,0,H
9326,itl,2019,12/01/2020,,,Verona,,Genoa,2,1,H
9327,itl,2019,12/01/2020,,,Roma,,Juventus,1,2,A
9328,itl,2019,13/01/2020,,,Parma,,Lecce,2,0,H
9329,itl,2019,18/01/2020,,,Lazio,,Sampdoria,5,1,H
9330,itl,2019,18/01/2020,,,Sassuolo,,Torino,2,1,H
9331,itl,2019,18/01/2020,,,Napoli,,Fiorentina,0,2,A
9332,itl,2019,19/01/2020,,,Milan,,Udinese,3,2,H
9333,itl,2019,19/01/2020,,,Bologna,,Verona,1,1,D
9334,itl,2019,19/01/2020,,,Brescia,,Cagliari,2,2,D
9335,itl,2019,19/01/2020,,,Lecce,,Inter,1,1,D
9336,itl,2019,19/01/2020,,,Genoa,,Roma,1,3,A
9337,itl,2019,19/01/2020,,,Juventus,,Parma,2,1,H
9338,itl,2019,20/01/2020,,,Atalanta,,Spal,1,2,A
9339,itl,2019,24/01/2020,,,Brescia,,Milan,0,1,A
9340,itl,2019,25/01/2020,,,Spal,,Bologna,1,3,A
9341,itl,2019,25/01/2020,,,Fiorentina,,Genoa,0,0,D
9342,itl,2019,25/01/2020,,,Torino,,Atalanta,0,7,A
9343,itl,2019,26/01/2020,,,Inter,,Cagliari,1,1,D
9344,itl,2019,26/01/2020,,,Parma,,Udinese,2,0,H
9345,itl,2019,26/01/2020,,,Sampdoria,,Sassuolo,0,0,D
9346,itl,2019,26/01/2020,,,Verona,,Lecce,3,0,H
9347,itl,2019,26/01/2020,,,Roma,,Lazio,1,1,D
9348,itl,2019,26/01/2020,,,Napoli,,Juventus,2,1,H
9349,itl,2019,01/02/2020,,,Bologna,,Brescia,2,1,H
9350,itl,2019,01/02/2020,,,Cagliari,,Parma,2,2,D
9351,itl,2019,01/02/2020,,,Sassuolo,,Roma,4,2,H
9352,itl,2019,02/02/2020,,,Juventus,,Fiorentina,3,0,H
9353,itl,2019,02/02/2020,,,Atalanta,,Genoa,2,2,D
9354,itl,2019,02/02/2020,,,Lazio,,Spal,5,1,H
9355,itl,2019,02/02/2020,,,Milan,,Verona,1,1,D
9356,itl,2019,02/02/2020,,,Lecce,,Torino,4,0,H
9357,itl,2019,02/02/2020,,,Udinese,,Inter,0,2,A
9358,itl,2019,03/02/2020,,,Sampdoria,,Napoli,2,4,A
9359,itl,2019,05/02/2020,,,Lazio,,Verona,0,0,D
9360,itl,2019,07/02/2020,,,Roma,,Bologna,2,3,A
9361,itl,2019,08/02/2020,,,Fiorentina,,Atalanta,1,2,A
9362,itl,2019,08/02/2020,,,Torino,,Sampdoria,1,3,A
9363,itl,2019,08/02/2020,,,Verona,,Juventus,2,1,H
9364,itl,2019,09/02/2020,,,Spal,,Sassuolo,1,2,A
9365,itl,2019,09/02/2020,,,Brescia,,Udinese,1,1,D
9366,itl,2019,09/02/2020,,,Genoa,,Cagliari,1,0,H
9367,itl,2019,09/02/2020,,,Napoli,,Lecce,2,3,A
9368,itl,2019,09/02/2020,,,Parma,,Lazio,0,1,A
9369,itl,2019,09/02/2020,,,Inter,,Milan,4,2,H
9370,itl,2019,15/02/2020,,,Lecce,,Spal,2,1,H
9371,itl,2019,15/02/2020,,,Bologna,,Genoa,0,3,A
9372,itl,2019,15/02/2020,,,Atalanta,,Roma,2,1,H
9373,itl,2019,16/02/2020,,,Udinese,,Verona,0,0,D
9374,itl,2019,16/02/2020,,,Juventus,,Brescia,2,0,H
9375,itl,2019,16/02/2020,,,Sampdoria,,Fiorentina,1,5,A
9376,itl,2019,16/02/2020,,,Sassuolo,,Parma,0,1,A
9377,itl,2019,16/02/2020,,,Cagliari,,Napoli,0,1,A
9378,itl,2019,16/02/2020,,,Lazio,,Inter,2,1,H
9379,itl,2019,17/02/2020,,,Milan,,Torino,1,0,H
9380,itl,2019,21/02/2020,,,Brescia,,Napoli,1,2,A
9381,itl,2019,22/02/2020,,,Bologna,,Udinese,1,1,D
9382,itl,2019,22/02/2020,,,Spal,,Juventus,1,2,A
9383,itl,2019,22/02/2020,,,Fiorentina,,Milan,1,1,D
9384,itl,2019,23/02/2020,,,Genoa,,Lazio,2,3,A
9385,itl,2019,23/02/2020,,,Roma,,Lecce,4,0,H
9386,itl,2019,29/02/2020,,,Lazio,,Bologna,2,0,H
9387,itl,2019,29/02/2020,,,Napoli,,Torino,2,1,H
9388,itl,2019,01/03/2020,,,Lecce,,Atalanta,2,7,A
9389,itl,2019,01/03/2020,,,Cagliari,,Roma,3,4,A
9390,itl,2019,08/03/2020,,,Parma,,Spal,0,1,A
9391,itl,2019,08/03/2020,,,Milan,,Genoa,1,2,A
9392,itl,2019,08/03/2020,,,Sampdoria,,Verona,2,1,H
9393,itl,2019,08/03/2020,,,Udinese,,Fiorentina,0,0,D
9394,itl,2019,08/03/2020,,,Juventus,,Inter,2,0,H
9395,itl,2019,09/03/2020,,,Sassuolo,,Brescia,3,0,H
9396,itl,2019,20/06/2020,,,Torino,,Parma,1,1,D
9397,itl,2019,20/06/2020,,,Verona,,Cagliari,2,1,H
9398,itl,2019,21/06/2020,,,Atalanta,,Sassuolo,4,1,H
9399,itl,2019,21/06/2020,,,Inter,,Sampdoria,2,1,H
9400,itl,2019,22/06/2020,,,Fiorentina,,Brescia,1,1,D
9401,itl,2019,22/06/2020,,,Lecce,,Milan,1,4,A
9402,itl,2019,22/06/2020,,,Bologna,,Juventus,0,2,A
9403,itl,2019,23/06/2020,,,Spal,,Cagliari,0,1,A
9404,itl,2019,23/06/2020,,,Verona,,Napoli,0,2,A
9405,itl,2019,23/06/2020,,,Genoa,,Parma,1,4,A
9406,itl,2019,23/06/2020,,,Torino,,Udinese,1,0,H
9407,itl,2019,24/06/2020,,,Inter,,Sassuolo,3,3,D
9408,itl,2019,24/06/2020,,,Atalanta,,Lazio,3,2,H
9409,itl,2019,24/06/2020,,,Roma,,Sampdoria,2,1,H
9410,itl,2019,26/06/2020,,,Juventus,,Lecce,4,0,H
9411,itl,2019,27/06/2020,,,Brescia,,Genoa,2,2,D
9412,itl,2019,27/06/2020,,,Cagliari,,Torino,4,2,H
9413,itl,2019,27/06/2020,,,Lazio,,Fiorentina,2,1,H
9414,itl,2019,28/06/2020,,,Milan,,Roma,2,0,H
9415,itl,2019,28/06/2020,,,Napoli,,Spal,3,1,H
9416,itl,2019,28/06/2020,,,Sampdoria,,Bologna,1,2,A
9417,itl,2019,28/06/2020,,,Sassuolo,,Verona,3,3,D
9418,itl,2019,28/06/2020,,,Udinese,,Atalanta,2,3,A
9419,itl,2019,28/06/2020,,,Parma,,Inter,1,2,A
9420,itl,2019,30/06/2020,,,Torino,,Lazio,1,2,A
9421,itl,2019,30/06/2020,,,Genoa,,Juventus,1,3,A
9422,itl,2019,01/07/2020,,,Bologna,,Cagliari,1,1,D
9423,itl,2019,01/07/2020,,,Inter,,Brescia,6,0,H
9424,itl,2019,01/07/2020,,,Fiorentina,,Sassuolo,1,3,A
9425,itl,2019,01/07/2020,,,Lecce,,Sampdoria,1,2,A
9426,itl,2019,01/07/2020,,,Spal,,Milan,2,2,D
9427,itl,2019,01/07/2020,,,Verona,,Parma,3,2,H
9428,itl,2019,02/07/2020,,,Atalanta,,Napoli,2,0,H
9429,itl,2019,02/07/2020,,,Roma,,Udinese,0,2,A
9430,itl,2019,04/07/2020,,,Juventus,,Torino,4,1,H
9431,itl,2019,04/07/2020,,,Sassuolo,,Lecce,4,2,H
9432,itl,2019,04/07/2020,,,Lazio,,Milan,0,3,A
9433,itl,2019,05/07/2020,,,Inter,,Bologna,1,2,A
9434,itl,2019,05/07/2020,,,Brescia,,Verona,2,0,H
9435,itl,2019,05/07/2020,,,Cagliari,,Atalanta,0,1,A
9436,itl,2019,05/07/2020,,,Parma,,Fiorentina,1,2,A
9437,itl,2019,05/07/2020,,,Sampdoria,,Spal,3,0,H
9438,itl,2019,05/07/2020,,,Udinese,,Genoa,2,2,D
9439,itl,2019,05/07/2020,,,Napoli,,Roma,2,1,H
9440,itl,2019,07/07/2020,,,Lecce,,Lazio,2,1,H
9441,itl,2019,07/07/2020,,,Milan,,Juventus,4,2,H
9442,itl,2019,08/07/2020,,,Fiorentina,,Cagliari,0,0,D
9443,itl,2019,08/07/2020,,,Genoa,,Napoli,1,2,A
9444,itl,2019,08/07/2020,,,Atalanta,,Sampdoria,2,0,H
9445,itl,2019,08/07/2020,,,Bologna,,Sassuolo,1,2,A
9446,itl,2019,08/07/2020,,,Roma,,Parma,2,1,H
9447,itl,2019,08/07/2020,,,Torino,,Brescia,3,1,H
9448,itl,2019,09/07/2020,,,Spal,,Udinese,0,3,A
9449,itl,2019,09/07/2020,,,Verona,,Inter,2,2,D
9450,itl,2019,11/07/2020,,,Lazio,,Sassuolo,1,2,A
9451,itl,2019,11/07/2020,,,Brescia,,Roma,0,3,A
9452,itl,2019,11/07/2020,,,Juventus,,Atalanta,2,2,D
9453,itl,2019,12/07/2020,,,Genoa,,Spal,2,0,H
9454,itl,2019,12/07/2020,,,Cagliari,,Lecce,0,0,D
9455,itl,2019,12/07/2020,,,Fiorentina,,Verona,1,1,D
9456,itl,2019,12/07/2020,,,Parma,,Bologna,2,2,D
9457,itl,2019,12/07/2020,,,Udinese,,Sampdoria,1,3,A
9458,itl,2019,12/07/2020,,,Napoli,,Milan,2,2,D
9459,itl,2019,13/07/2020,,,Inter,,Torino,3,1,H
9460,itl,2019,14/07/2020,,,Atalanta,,Brescia,6,2,H
9461,itl,2019,15/07/2020,,,Bologna,,Napoli,1,1,D
9462,itl,2019,15/07/2020,,,Milan,,Parma,3,1,H
9463,itl,2019,15/07/2020,,,Sampdoria,,Cagliari,3,0,H
9464,itl,2019,15/07/2020,,,Lecce,,Fiorentina,1,3,A
9465,itl,2019,15/07/2020,,,Roma,,Verona,2,1,H
9466,itl,2019,15/07/2020,,,Sassuolo,,Juventus,3,3,D
9467,itl,2019,15/07/2020,,,Udinese,,Lazio,0,0,D
9468,itl,2019,16/07/2020,,,Torino,,Genoa,3,0,H
9469,itl,2019,16/07/2020,,,Spal,,Inter,0,4,A
9470,itl,2019,18/07/2020,,,Verona,,Atalanta,1,1,D
9471,itl,2019,18/07/2020,,,Cagliari,,Sassuolo,1,1,D
9472,itl,2019,18/07/2020,,,Milan,,Bologna,5,1,H
9473,itl,2019,19/07/2020,,,Parma,,Sampdoria,2,3,A
9474,itl,2019,19/07/2020,,,Brescia,,Spal,2,1,H
9475,itl,2019,19/07/2020,,,Fiorentina,,Torino,2,0,H
9476,itl,2019,19/07/2020,,,Genoa,,Lecce,2,1,H
9477,itl,2019,19/07/2020,,,Napoli,,Udinese,2,1,H
9478,itl,2019,19/07/2020,,,Roma,,Inter,2,2,D
9479,itl,2019,20/07/2020,,,Juventus,,Lazio,2,1,H
9480,itl,2019,21/07/2020,,,Atalanta,,Bologna,1,0,H
9481,itl,2019,21/07/2020,,,Sassuolo,,Milan,1,2,A
9482,itl,2019,22/07/2020,,,Parma,,Napoli,2,1,H
9483,itl,2019,22/07/2020,,,Inter,,Fiorentina,0,0,D
9484,itl,2019,22/07/2020,,,Lecce,,Brescia,3,1,H
9485,itl,2019,22/07/2020,,,Sampdoria,,Genoa,1,2,A
9486,itl,2019,22/07/2020,,,Spal,,Roma,1,6,A
9487,itl,2019,22/07/2020,,,Torino,,Verona,1,1,D
9488,itl,2019,23/07/2020,,,Udinese,,Juventus,2,1,H
9489,itl,2019,23/07/2020,,,Lazio,,Cagliari,2,1,H
9490,itl,2019,24/07/2020,,,Milan,,Atalanta,1,1,D
9491,itl,2019,25/07/2020,,,Brescia,,Parma,1,2,A
9492,itl,2019,25/07/2020,,,Genoa,,Inter,0,3,A
9493,itl,2019,25/07/2020,,,Napoli,,Sassuolo,2,0,H
9494,itl,2019,26/07/2020,,,Bologna,,Lecce,3,2,H
9495,itl,2019,26/07/2020,,,Cagliari,,Udinese,0,1,A
9496,itl,2019,26/07/2020,,,Roma,,Fiorentina,2,1,H
9497,itl,2019,26/07/2020,,,Spal,,Torino,1,1,D
9498,itl,2019,26/07/2020,,,Verona,,Lazio,1,5,A
9499,itl,2019,26/07/2020,,,Juventus,,Sampdoria,2,0,H
9500,itl,2019,28/07/2020,,,Parma,,Atalanta,1,2,A
9501,itl,2019,28/07/2020,,,Inter,,Napoli,2,0,H
9502,itl,2019,29/07/2020,,,Lazio,,Brescia,2,0,H
9503,itl,2019,29/07/2020,,,Sampdoria,,Milan,1,4,A
9504,itl,2019,29/07/2020,,,Sassuolo,,Genoa,5,0,H
9505,itl,2019,29/07/2020,,,Udinese,,Lecce,1,2,A
9506,itl,2019,29/07/2020,,,Verona,,Spal,3,0,H
9507,itl,2019,29/07/2020,,,Cagliari,,Juventus,2,0,H
9508,itl,2019,29/07/2020,,,Fiorentina,,Bologna,4,0,H
9509,itl,2019,29/07/2020,,,Torino,,Roma,2,3,A
9510,itl,2019,01/08/2020,,,Brescia,,Sampdoria,1,1,D
9511,itl,2019,01/08/2020,,,Atalanta,,Inter,0,2,A
9512,itl,2019,01/08/2020,,,Juventus,,Roma,1,3,A
9513,itl,2019,01/08/2020,,,Milan,,Cagliari,3,0,H
9514,itl,2019,01/08/2020,,,Napoli,,Lazio,3,1,H
9515,itl,2019,02/08/2020,,,Spal,,Fiorentina,1,3,A
9516,itl,2019,02/08/2020,,,Bologna,,Torino,1,1,D
9517,itl,2019,02/08/2020,,,Genoa,,Verona,3,0,H
9518,itl,2019,02/08/2020,,,Lecce,,Parma,3,4,A
9519,itl,2019,02/08/2020,,,Sassuolo,,Udinese,0,1,A
9520,itl,2020,19/09/2020,17:00,,Fiorentina,,Torino,1,0,H
9521,itl,2020,19/09/2020,19:45,,Verona,,Roma,0,0,D
9522,itl,2020,20/09/2020,11:30,,Parma,,Napoli,0,2,A
9523,itl,2020,20/09/2020,14:00,,Genoa,,Crotone,4,1,H
9524,itl,2020,20/09/2020,17:00,,Sassuolo,,Cagliari,1,1,D
9525,itl,2020,20/09/2020,19:45,,Juventus,,Sampdoria,3,0,H
9526,itl,2020,21/09/2020,19:45,,Milan,,Bologna,2,0,H
9527,itl,2020,26/09/2020,14:00,,Torino,,Atalanta,2,4,A
9528,itl,2020,26/09/2020,17:00,,Cagliari,,Lazio,0,2,A
9529,itl,2020,26/09/2020,17:00,,Sampdoria,,Benevento,2,3,A
9530,itl,2020,26/09/2020,19:45,,Inter,,Fiorentina,4,3,H
9531,itl,2020,27/09/2020,11:30,,Spezia,,Sassuolo,1,4,A
9532,itl,2020,27/09/2020,14:00,,Napoli,,Genoa,6,0,H
9533,itl,2020,27/09/2020,14:00,,Verona,,Udinese,1,0,H
9534,itl,2020,27/09/2020,17:00,,Crotone,,Milan,0,2,A
9535,itl,2020,27/09/2020,19:45,,Roma,,Juventus,2,2,D
9536,itl,2020,28/09/2020,19:45,,Bologna,,Parma,4,1,H
9537,itl,2020,30/09/2020,17:00,,Benevento,,Inter,2,5,A
9538,itl,2020,30/09/2020,17:00,,Udinese,,Spezia,0,2,A
9539,itl,2020,30/09/2020,19:45,,Lazio,,Atalanta,1,4,A
9540,itl,2020,02/10/2020,19:45,,Fiorentina,,Sampdoria,1,2,A
9541,itl,2020,03/10/2020,14:00,,Sassuolo,,Crotone,4,1,H
9542,itl,2020,03/10/2020,19:45,,Udinese,,Roma,0,1,A
9543,itl,2020,04/10/2020,11:30,,Atalanta,,Cagliari,5,2,H
9544,itl,2020,04/10/2020,14:00,,Benevento,,Bologna,1,0,H
9545,itl,2020,04/10/2020,14:00,,Lazio,,Inter,1,1,D
9546,itl,2020,04/10/2020,14:00,,Parma,,Verona,1,0,H
9547,itl,2020,04/10/2020,17:00,,Milan,,Spezia,3,0,H
9548,itl,2020,17/10/2020,14:00,,Napoli,,Atalanta,4,1,H
9549,itl,2020,17/10/2020,17:00,,Inter,,Milan,1,2,A
9550,itl,2020,17/10/2020,17:00,,Sampdoria,,Lazio,3,0,H
9551,itl,2020,17/10/2020,19:45,,Crotone,,Juventus,1,1,D
9552,itl,2020,18/10/2020,11:30,,Bologna,,Sassuolo,3,4,A
9553,itl,2020,18/10/2020,14:00,,Spezia,,Fiorentina,2,2,D
9554,itl,2020,18/10/2020,14:00,,Torino,,Cagliari,2,3,A
9555,itl,2020,18/10/2020,17:00,,Udinese,,Parma,3,2,H
9556,itl,2020,18/10/2020,19:45,,Roma,,Benevento,5,2,H
9557,itl,2020,19/10/2020,19:45,,Verona,,Genoa,0,0,D
9558,itl,2020,23/10/2020,19:45,,Sassuolo,,Torino,3,3,D
9559,itl,2020,24/10/2020,14:00,,Atalanta,,Sampdoria,1,3,A
9560,itl,2020,24/10/2020,17:00,,Genoa,,Inter,0,2,A
9561,itl,2020,24/10/2020,19:45,,Lazio,,Bologna,2,1,H
9562,itl,2020,25/10/2020,11:30,,Cagliari,,Crotone,4,2,H
9563,itl,2020,25/10/2020,14:00,,Benevento,,Napoli,1,2,A
9564,itl,2020,25/10/2020,14:00,,Parma,,Spezia,2,2,D
9565,itl,2020,25/10/2020,17:00,,Fiorentina,,Udinese,3,2,H
9566,itl,2020,25/10/2020,19:45,,Juventus,,Verona,1,1,D
9567,itl,2020,26/10/2020,19:45,,Milan,,Roma,3,3,D
9568,itl,2020,31/10/2020,14:00,,Crotone,,Atalanta,1,2,A
9569,itl,2020,31/10/2020,17:00,,Inter,,Parma,2,2,D
9570,itl,2020,31/10/2020,19:45,,Bologna,,Cagliari,3,2,H
9571,itl,2020,01/11/2020,11:30,,Udinese,,Milan,1,2,A
9572,itl,2020,01/11/2020,14:00,,Spezia,,Juventus,1,4,A
9573,itl,2020,01/11/2020,14:00,,Torino,,Lazio,3,4,A
9574,itl,2020,01/11/2020,17:00,,Napoli,,Sassuolo,0,2,A
9575,itl,2020,01/11/2020,17:00,,Roma,,Fiorentina,2,0,H
9576,itl,2020,01/11/2020,19:45,,Sampdoria,,Genoa,1,1,D
9577,itl,2020,02/11/2020,19:45,,Verona,,Benevento,3,1,H
9578,itl,2020,04/11/2020,16:00,,Genoa,,Torino,1,2,A
9579,itl,2020,06/11/2020,19:45,,Sassuolo,,Udinese,0,0,D
9580,itl,2020,07/11/2020,14:00,,Cagliari,,Sampdoria,2,0,H
9581,itl,2020,07/11/2020,17:00,,Benevento,,Spezia,0,3,A
9582,itl,2020,07/11/2020,19:45,,Parma,,Fiorentina,0,0,D
9583,itl,2020,08/11/2020,11:30,,Lazio,,Juventus,1,1,D
9584,itl,2020,08/11/2020,14:00,,Atalanta,,Inter,1,1,D
9585,itl,2020,08/11/2020,14:00,,Genoa,,Roma,1,3,A
9586,itl,2020,08/11/2020,14:00,,Torino,,Crotone,0,0,D
9587,itl,2020,08/11/2020,17:00,,Bologna,,Napoli,0,1,A
9588,itl,2020,08/11/2020,19:45,,Milan,,Verona,2,2,D
9589,itl,2020,21/11/2020,14:00,,Crotone,,Lazio,0,2,A
9590,itl,2020,21/11/2020,17:00,,Spezia,,Atalanta,0,0,D
9591,itl,2020,21/11/2020,19:45,,Juventus,,Cagliari,2,0,H
9592,itl,2020,22/11/2020,11:30,,Fiorentina,,Benevento,0,1,A
9593,itl,2020,22/11/2020,14:00,,Inter,,Torino,4,2,H
9594,itl,2020,22/11/2020,14:00,,Roma,,Parma,3,0,H
9595,itl,2020,22/11/2020,14:00,,Sampdoria,,Bologna,1,2,A
9596,itl,2020,22/11/2020,14:00,,Verona,,Sassuolo,0,2,A
9597,itl,2020,22/11/2020,17:00,,Udinese,,Genoa,1,0,H
9598,itl,2020,22/11/2020,19:45,,Napoli,,Milan,1,3,A
9599,itl,2020,28/11/2020,14:00,,Sassuolo,,Inter,0,3,A
9600,itl,2020,28/11/2020,17:00,,Benevento,,Juventus,1,1,D
9601,itl,2020,28/11/2020,19:45,,Atalanta,,Verona,0,2,A
9602,itl,2020,29/11/2020,11:30,,Lazio,,Udinese,1,3,A
9603,itl,2020,29/11/2020,14:00,,Bologna,,Crotone,1,0,H
9604,itl,2020,29/11/2020,14:00,,Milan,,Fiorentina,2,0,H
9605,itl,2020,29/11/2020,17:00,,Cagliari,,Spezia,2,2,D
9606,itl,2020,29/11/2020,19:45,,Napoli,,Roma,4,0,H
9607,itl,2020,30/11/2020,17:30,,Torino,,Sampdoria,2,2,D
9608,itl,2020,30/11/2020,19:45,,Genoa,,Parma,1,2,A
9609,itl,2020,05/12/2020,14:00,,Spezia,,Lazio,1,2,A
9610,itl,2020,05/12/2020,17:00,,Juventus,,Torino,2,1,H
9611,itl,2020,05/12/2020,19:45,,Inter,,Bologna,3,1,H
9612,itl,2020,06/12/2020,11:30,,Verona,,Cagliari,1,1,D
9613,itl,2020,06/12/2020,14:00,,Parma,,Benevento,0,0,D
9614,itl,2020,06/12/2020,14:00,,Roma,,Sassuolo,0,0,D
9615,itl,2020,06/12/2020,17:00,,Crotone,,Napoli,0,4,A
9616,itl,2020,06/12/2020,19:45,,Sampdoria,,Milan,1,2,A
9617,itl,2020,07/12/2020,19:45,,Fiorentina,,Genoa,1,1,D
9618,itl,2020,11/12/2020,19:45,,Sassuolo,,Benevento,1,0,H
9619,itl,2020,12/12/2020,14:00,,Crotone,,Spezia,4,1,H
9620,itl,2020,12/12/2020,17:00,,Torino,,Udinese,2,3,A
9621,itl,2020,12/12/2020,19:45,,Lazio,,Verona,1,2,A
9622,itl,2020,13/12/2020,11:30,,Cagliari,,Inter,1,3,A
9623,itl,2020,13/12/2020,14:00,,Atalanta,,Fiorentina,3,0,H
9624,itl,2020,13/12/2020,14:00,,Bologna,,Roma,1,5,A
9625,itl,2020,13/12/2020,14:00,,Napoli,,Sampdoria,2,1,H
9626,itl,2020,13/12/2020,17:00,,Genoa,,Juventus,1,3,A
9627,itl,2020,13/12/2020,19:45,,Milan,,Parma,2,2,D
9628,itl,2020,15/12/2020,17:30,,Udinese,,Crotone,0,0,D
9629,itl,2020,15/12/2020,19:45,,Benevento,,Lazio,1,1,D
9630,itl,2020,16/12/2020,17:30,,Juventus,,Atalanta,1,1,D
9631,itl,2020,16/12/2020,19:45,,Fiorentina,,Sassuolo,1,1,D
9632,itl,2020,16/12/2020,19:45,,Genoa,,Milan,2,2,D
9633,itl,2020,16/12/2020,19:45,,Inter,,Napoli,1,0,H
9634,itl,2020,16/12/2020,19:45,,Parma,,Cagliari,0,0,D
9635,itl,2020,16/12/2020,19:45,,Spezia,,Bologna,2,2,D
9636,itl,2020,16/12/2020,19:45,,Verona,,Sampdoria,1,2,A
9637,itl,2020,17/12/2020,19:45,,Roma,,Torino,3,1,H
9638,itl,2020,19/12/2020,14:00,,Fiorentina,,Verona,1,1,D
9639,itl,2020,19/12/2020,17:00,,Sampdoria,,Crotone,3,1,H
9640,itl,2020,19/12/2020,19:45,,Parma,,Juventus,0,4,A
9641,itl,2020,20/12/2020,11:30,,Torino,,Bologna,1,1,D
9642,itl,2020,20/12/2020,14:00,,Benevento,,Genoa,2,0,H
9643,itl,2020,20/12/2020,14:00,,Cagliari,,Udinese,1,1,D
9644,itl,2020,20/12/2020,14:00,,Inter,,Spezia,2,1,H
9645,itl,2020,20/12/2020,14:00,,Sassuolo,,Milan,1,2,A
9646,itl,2020,20/12/2020,17:00,,Atalanta,,Roma,4,1,H
9647,itl,2020,20/12/2020,19:45,,Lazio,,Napoli,2,0,H
9648,itl,2020,22/12/2020,17:30,,Crotone,,Parma,2,1,H
9649,itl,2020,22/12/2020,19:45,,Juventus,,Fiorentina,0,3,A
9650,itl,2020,23/12/2020,17:30,,Verona,,Inter,1,2,A
9651,itl,2020,23/12/2020,19:45,,Bologna,,Atalanta,2,2,D
9652,itl,2020,23/12/2020,19:45,,Milan,,Lazio,3,2,H
9653,itl,2020,23/12/2020,19:45,,Napoli,,Torino,1,1,D
9654,itl,2020,23/12/2020,19:45,,Roma,,Cagliari,3,2,H
9655,itl,2020,23/12/2020,19:45,,Sampdoria,,Sassuolo,2,3,A
9656,itl,2020,23/12/2020,19:45,,Spezia,,Genoa,1,2,A
9657,itl,2020,23/12/2020,19:45,,Udinese,,Benevento,0,2,A
9658,itl,2020,03/01/2021,11:30,,Inter,,Crotone,6,2,H
9659,itl,2020,03/01/2021,14:00,,Atalanta,,Sassuolo,5,1,H
9660,itl,2020,03/01/2021,14:00,,Cagliari,,Napoli,1,4,A
9661,itl,2020,03/01/2021,14:00,,Fiorentina,,Bologna,0,0,D
9662,itl,2020,03/01/2021,14:00,,Genoa,,Lazio,1,1,D
9663,itl,2020,03/01/2021,14:00,,Parma,,Torino,0,3,A
9664,itl,2020,03/01/2021,14:00,,Roma,,Sampdoria,1,0,H
9665,itl,2020,03/01/2021,14:00,,Spezia,,Verona,0,1,A
9666,itl,2020,03/01/2021,17:00,,Benevento,,Milan,0,2,A
9667,itl,2020,03/01/2021,19:45,,Juventus,,Udinese,4,1,H
9668,itl,2020,06/01/2021,11:30,,Cagliari,,Benevento,1,2,A
9669,itl,2020,06/01/2021,14:00,,Atalanta,,Parma,3,0,H
9670,itl,2020,06/01/2021,14:00,,Bologna,,Udinese,2,2,D
9671,itl,2020,06/01/2021,14:00,,Crotone,,Roma,1,3,A
9672,itl,2020,06/01/2021,14:00,,Lazio,,Fiorentina,2,1,H
9673,itl,2020,06/01/2021,14:00,,Sampdoria,,Inter,2,1,H
9674,itl,2020,06/01/2021,14:00,,Sassuolo,,Genoa,2,1,H
