Season,DateTime,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2017-18,2017-10-15T00:00:00Z,15/10/2017,00:00:00,Brighton,Everton,1,1,D,0,0,D
2017-18,2017-10-15T00:00:00Z,15/10/2017,00:00:00,Southampton,Newcastle,2,2,D,0,1,A
2017-18,2017-10-16T00:00:00Z,16/10/2017,00:00:00,Leicester,West Brom,1,1,D,0,0,D
2017-18,2017-10-20T00:00:00Z,20/10/2017,00:00:00,West Ham,Brighton,0,3,A,0,2,A
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Chelsea,Watford,4,2,H,1,1,D
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Huddersfield,Man United,2,1,H,2,0,H
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Man City,Burnley,3,0,H,1,0,H
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Newcastle,Crystal Palace,1,0,H,0,0,D
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Southampton,West Brom,1,0,H,0,0,D
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Stoke,Bournemouth,1,2,A,0,2,A
2017-18,2017-10-21T00:00:00Z,21/10/2017,00:00:00,Swansea,Leicester,1,2,A,0,1,A
2017-18,2017-10-22T00:00:00Z,22/10/2017,00:00:00,Everton,Arsenal,2,5,A,1,1,D
2017-18,2017-10-22T00:00:00Z,22/10/2017,00:00:00,Tottenham,Liverpool,4,1,H,3,1,H
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Arsenal,Swansea,2,1,H,0,1,A
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Bournemouth,Chelsea,0,1,A,0,0,D
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Crystal Palace,West Ham,2,2,D,0,2,A
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Liverpool,Huddersfield,3,0,H,0,0,D
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Man United,Tottenham,1,0,H,0,0,D
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,Watford,Stoke,0,1,A,0,1,A
2017-18,2017-10-28T00:00:00Z,28/10/2017,00:00:00,West Brom,Man City,2,3,A,1,2,A
2017-18,2017-10-29T00:00:00Z,29/10/2017,00:00:00,Brighton,Southampton,1,1,D,0,1,A
2017-18,2017-10-29T00:00:00Z,29/10/2017,00:00:00,Leicester,Everton,2,0,H,2,0,H
2017-18,2017-10-30T00:00:00Z,30/10/2017,00:00:00,Burnley,Newcastle,1,0,H,0,0,D
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,Huddersfield,West Brom,1,0,H,1,0,H
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,Newcastle,Bournemouth,0,1,A,0,0,D
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,Southampton,Burnley,0,1,A,0,0,D
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,Stoke,Leicester,2,2,D,1,1,D
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,Swansea,Brighton,0,1,A,0,1,A
2017-18,2017-11-04T00:00:00Z,04/11/2017,00:00:00,West Ham,Liverpool,1,4,A,0,2,A
2017-18,2017-11-05T00:00:00Z,05/11/2017,00:00:00,Chelsea,Man United,1,0,H,0,0,D
2017-18,2017-11-05T00:00:00Z,05/11/2017,00:00:00,Everton,Watford,3,2,H,0,0,D
2017-18,2017-11-05T00:00:00Z,05/11/2017,00:00:00,Man City,Arsenal,3,1,H,1,0,H
2017-18,2017-11-05T00:00:00Z,05/11/2017,00:00:00,Tottenham,Crystal Palace,1,0,H,0,0,D
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Arsenal,Tottenham,2,0,H,2,0,H
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Bournemouth,Huddersfield,4,0,H,2,0,H
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Burnley,Swansea,2,0,H,2,0,H
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Crystal Palace,Everton,2,2,D,2,2,D
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Leicester,Man City,0,2,A,0,1,A
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Liverpool,Southampton,3,0,H,2,0,H
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,Man United,Newcastle,4,1,H,2,1,H
2017-18,2017-11-18T00:00:00Z,18/11/2017,00:00:00,West Brom,Chelsea,0,4,A,0,3,A
2017-18,2017-11-19T00:00:00Z,19/11/2017,00:00:00,Watford,West Ham,2,0,H,1,0,H
2017-18,2017-11-20T00:00:00Z,20/11/2017,00:00:00,Brighton,Stoke,2,2,D,1,2,A
2017-18,2017-11-24T00:00:00Z,24/11/2017,00:00:00,West Ham,Leicester,1,1,D,1,1,D
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Crystal Palace,Stoke,2,1,H,0,0,D
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Liverpool,Chelsea,1,1,D,0,0,D
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Man United,Brighton,1,0,H,0,0,D
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Newcastle,Watford,0,3,A,0,2,A
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Swansea,Bournemouth,0,0,D,0,0,D
2017-18,2017-11-25T00:00:00Z,25/11/2017,00:00:00,Tottenham,West Brom,1,1,D,0,1,A
2017-18,2017-11-26T00:00:00Z,26/11/2017,00:00:00,Burnley,Arsenal,0,1,A,0,0,D
2017-18,2017-11-26T00:00:00Z,26/11/2017,00:00:00,Huddersfield,Man City,1,2,A,1,0,H
2017-18,2017-11-26T00:00:00Z,26/11/2017,00:00:00,Southampton,Everton,4,1,H,1,1,D
2017-18,2017-11-28T00:00:00Z,28/11/2017,00:00:00,Brighton,Crystal Palace,0,0,D,0,0,D
2017-18,2017-11-28T00:00:00Z,28/11/2017,00:00:00,Leicester,Tottenham,2,1,H,2,0,H
2017-18,2017-11-28T00:00:00Z,28/11/2017,00:00:00,Watford,Man United,2,4,A,0,3,A
2017-18,2017-11-28T00:00:00Z,28/11/2017,00:00:00,West Brom,Newcastle,2,2,D,1,0,H
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Arsenal,Huddersfield,5,0,H,1,0,H
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Bournemouth,Burnley,1,2,A,0,1,A
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Chelsea,Swansea,1,0,H,0,0,D
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Everton,West Ham,4,0,H,2,0,H
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Man City,Southampton,2,1,H,0,0,D
2017-18,2017-11-29T00:00:00Z,29/11/2017,00:00:00,Stoke,Liverpool,0,3,A,0,1,A
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Arsenal,Man United,1,3,A,0,2,A
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Brighton,Liverpool,1,5,A,0,2,A
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Chelsea,Newcastle,3,1,H,2,1,H
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Everton,Huddersfield,2,0,H,0,0,D
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Leicester,Burnley,1,0,H,1,0,H
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Stoke,Swansea,2,1,H,2,1,H
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,Watford,Tottenham,1,1,D,1,1,D
2017-18,2017-12-02T00:00:00Z,02/12/2017,00:00:00,West Brom,Crystal Palace,0,0,D,0,0,D
2017-18,2017-12-03T00:00:00Z,03/12/2017,00:00:00,Bournemouth,Southampton,1,1,D,1,0,H
2017-18,2017-12-03T00:00:00Z,03/12/2017,00:00:00,Man City,West Ham,2,1,H,0,1,A
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Burnley,Watford,1,0,H,1,0,H
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Crystal Palace,Bournemouth,2,2,D,2,2,D
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Huddersfield,Brighton,2,0,H,2,0,H
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Newcastle,Leicester,2,3,A,1,1,D
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Swansea,West Brom,1,0,H,0,0,D
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,Tottenham,Stoke,5,1,H,1,0,H
2017-18,2017-12-09T00:00:00Z,09/12/2017,00:00:00,West Ham,Chelsea,1,0,H,1,0,H
2017-18,2017-12-10T00:00:00Z,10/12/2017,00:00:00,Liverpool,Everton,1,1,D,1,0,H
2017-18,2017-12-10T00:00:00Z,10/12/2017,00:00:00,Man United,Man City,1,2,A,1,1,D
2017-18,2017-12-10T00:00:00Z,10/12/2017,00:00:00,Southampton,Arsenal,1,1,D,1,0,H
2017-18,2017-12-12T00:00:00Z,12/12/2017,00:00:00,Burnley,Stoke,1,0,H,0,0,D
2017-18,2017-12-12T00:00:00Z,12/12/2017,00:00:00,Crystal Palace,Watford,2,1,H,0,1,A
2017-18,2017-12-12T00:00:00Z,12/12/2017,00:00:00,Huddersfield,Chelsea,1,3,A,0,2,A
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Liverpool,West Brom,0,0,D,0,0,D
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Man United,Bournemouth,1,0,H,1,0,H
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Newcastle,Everton,0,1,A,0,1,A
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Southampton,Leicester,1,4,A,0,3,A
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Swansea,Man City,0,4,A,0,2,A
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,Tottenham,Brighton,2,0,H,1,0,H
2017-18,2017-12-13T00:00:00Z,13/12/2017,00:00:00,West Ham,Arsenal,0,0,D,0,0,D
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Arsenal,Newcastle,1,0,H,1,0,H
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Brighton,Burnley,0,0,D,0,0,D
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Chelsea,Southampton,1,0,H,1,0,H
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Leicester,Crystal Palace,0,3,A,0,2,A
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Man City,Tottenham,4,1,H,1,0,H
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Stoke,West Ham,0,3,A,0,1,A
2017-18,2017-12-16T00:00:00Z,16/12/2017,00:00:00,Watford,Huddersfield,1,4,A,0,2,A
2017-18,2017-12-17T00:00:00Z,17/12/2017,00:00:00,Bournemouth,Liverpool,0,4,A,0,3,A
2017-18,2017-12-17T00:00:00Z,17/12/2017,00:00:00,West Brom,Man United,1,2,A,0,2,A
2017-18,2017-12-18T00:00:00Z,18/12/2017,00:00:00,Everton,Swansea,3,1,H,1,1,D
2017-18,2017-12-22T00:00:00Z,22/12/2017,00:00:00,Arsenal,Liverpool,3,3,D,0,1,A
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Brighton,Watford,1,0,H,0,0,D
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Burnley,Tottenham,0,3,A,0,1,A
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Everton,Chelsea,0,0,D,0,0,D
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Leicester,Man United,2,2,D,1,1,D
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Man City,Bournemouth,4,0,H,1,0,H
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Southampton,Huddersfield,1,1,D,1,0,H
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Stoke,West Brom,3,1,H,2,0,H
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,Swansea,Crystal Palace,1,1,D,0,0,D
2017-18,2017-12-23T00:00:00Z,23/12/2017,00:00:00,West Ham,Newcastle,2,3,A,1,1,D
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Bournemouth,West Ham,3,3,D,1,1,D
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Chelsea,Brighton,2,0,H,0,0,D
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Huddersfield,Stoke,1,1,D,1,0,H
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Liverpool,Swansea,5,0,H,1,0,H
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Man United,Burnley,2,2,D,0,2,A
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Tottenham,Southampton,5,2,H,2,0,H
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,Watford,Leicester,2,1,H,1,1,D
2017-18,2017-12-26T00:00:00Z,26/12/2017,00:00:00,West Brom,Everton,0,0,D,0,0,D
2017-18,2017-12-27T00:00:00Z,27/12/2017,00:00:00,Newcastle,Man City,0,1,A,0,1,A
2017-18,2017-12-28T00:00:00Z,28/12/2017,00:00:00,Crystal Palace,Arsenal,2,3,A,0,1,A
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Bournemouth,Everton,2,1,H,1,0,H
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Chelsea,Stoke,5,0,H,3,0,H
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Huddersfield,Burnley,0,0,D,0,0,D
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Liverpool,Leicester,2,1,H,0,1,A
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Man United,Southampton,0,0,D,0,0,D
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Newcastle,Brighton,0,0,D,0,0,D
2017-18,2017-12-30T00:00:00Z,30/12/2017,00:00:00,Watford,Swansea,1,2,A,1,0,H
2017-18,2017-12-31T00:00:00Z,31/12/2017,00:00:00,Crystal Palace,Man City,0,0,D,0,0,D
2017-18,2017-12-31T00:00:00Z,31/12/2017,00:00:00,West Brom,Arsenal,1,1,D,0,0,D
2017-18,2018-01-01T00:00:00Z,01/01/2018,00:00:00,Brighton,Bournemouth,2,2,D,1,1,D
2017-18,2018-01-01T00:00:00Z,01/01/2018,00:00:00,Burnley,Liverpool,1,2,A,0,0,D
2017-18,2018-01-01T00:00:00Z,01/01/2018,00:00:00,Everton,Man United,0,2,A,0,0,D
2017-18,2018-01-01T00:00:00Z,01/01/2018,00:00:00,Leicester,Huddersfield,3,0,H,0,0,D
2017-18,2018-01-01T00:00:00Z,01/01/2018,00:00:00,Stoke,Newcastle,0,1,A,0,0,D
2017-18,2018-01-02T00:00:00Z,02/01/2018,00:00:00,Man City,Watford,3,1,H,2,0,H
2017-18,2018-01-02T00:00:00Z,02/01/2018,00:00:00,Southampton,Crystal Palace,1,2,A,1,0,H
2017-18,2018-01-02T00:00:00Z,02/01/2018,00:00:00,Swansea,Tottenham,0,2,A,0,1,A
2017-18,2018-01-02T00:00:00Z,02/01/2018,00:00:00,West Ham,West Brom,2,1,H,0,1,A
2017-18,2018-01-03T00:00:00Z,03/01/2018,00:00:00,Arsenal,Chelsea,2,2,D,0,0,D
2017-18,2018-01-04T00:00:00Z,04/01/2018,00:00:00,Tottenham,West Ham,1,1,D,0,0,D
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Chelsea,Leicester,0,0,D,0,0,D
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Crystal Palace,Burnley,1,0,H,1,0,H
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Huddersfield,West Ham,1,4,A,1,1,D
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Newcastle,Swansea,1,1,D,0,0,D
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Tottenham,Everton,4,0,H,1,0,H
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,Watford,Southampton,2,2,D,0,2,A
2017-18,2018-01-13T00:00:00Z,13/01/2018,00:00:00,West Brom,Brighton,2,0,H,1,0,H
2017-18,2018-01-14T00:00:00Z,14/01/2018,00:00:00,Bournemouth,Arsenal,2,1,H,0,0,D
2017-18,2018-01-14T00:00:00Z,14/01/2018,00:00:00,Liverpool,Man City,4,3,H,1,1,D
2017-18,2018-01-15T00:00:00Z,15/01/2018,00:00:00,Man United,Stoke,3,0,H,2,0,H
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Arsenal,Crystal Palace,4,1,H,4,0,H
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Brighton,Chelsea,0,4,A,0,2,A
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Burnley,Man United,0,1,A,0,0,D
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Everton,West Brom,1,1,D,0,1,A
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Leicester,Watford,2,0,H,1,0,H
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Man City,Newcastle,3,1,H,1,0,H
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,Stoke,Huddersfield,2,0,H,0,0,D
2017-18,2018-01-20T00:00:00Z,20/01/2018,00:00:00,West Ham,Bournemouth,1,1,D,0,0,D
2017-18,2018-01-21T00:00:00Z,21/01/2018,00:00:00,Southampton,Tottenham,1,1,D,1,1,D
2017-18,2018-01-22T00:00:00Z,22/01/2018,00:00:00,Swansea,Liverpool,1,0,H,1,0,H
2017-18,2018-01-30T00:00:00Z,30/01/2018,00:00:00,Huddersfield,Liverpool,0,3,A,0,2,A
2017-18,2018-01-30T00:00:00Z,30/01/2018,00:00:00,Swansea,Arsenal,3,1,H,1,1,D
2017-18,2018-01-30T00:00:00Z,30/01/2018,00:00:00,West Ham,Crystal Palace,1,1,D,1,1,D
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Chelsea,Bournemouth,0,3,A,0,0,D
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Everton,Leicester,2,1,H,2,0,H
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Man City,West Brom,3,0,H,1,0,H
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Newcastle,Burnley,1,1,D,0,0,D
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Southampton,Brighton,1,1,D,0,1,A
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Stoke,Watford,0,0,D,0,0,D
2017-18,2018-01-31T00:00:00Z,31/01/2018,00:00:00,Tottenham,Man United,2,0,H,2,0,H
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Arsenal,Everton,5,1,H,4,0,H
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Bournemouth,Stoke,2,1,H,0,1,A
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Brighton,West Ham,3,1,H,1,1,D
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Burnley,Man City,1,1,D,0,1,A
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Leicester,Swansea,1,1,D,1,0,H
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,Man United,Huddersfield,2,0,H,0,0,D
2017-18,2018-02-03T00:00:00Z,03/02/2018,00:00:00,West Brom,Southampton,2,3,A,1,2,A
2017-18,2018-02-04T00:00:00Z,04/02/2018,00:00:00,Crystal Palace,Newcastle,1,1,D,0,1,A
2017-18,2018-02-04T00:00:00Z,04/02/2018,00:00:00,Liverpool,Tottenham,2,2,D,1,0,H
2017-18,2018-02-05T00:00:00Z,05/02/2018,00:00:00,Watford,Chelsea,4,1,H,1,0,H
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,Everton,Crystal Palace,3,1,H,0,0,D
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,Man City,Leicester,5,1,H,1,1,D
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,Stoke,Brighton,1,1,D,0,1,A
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,Swansea,Burnley,1,0,H,0,0,D
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,Tottenham,Arsenal,1,0,H,0,0,D
2017-18,2018-02-10T00:00:00Z,10/02/2018,00:00:00,West Ham,Watford,2,0,H,1,0,H
2017-18,2018-02-11T00:00:00Z,11/02/2018,00:00:00,Huddersfield,Bournemouth,4,1,H,2,1,H
2017-18,2018-02-11T00:00:00Z,11/02/2018,00:00:00,Newcastle,Man United,1,0,H,0,0,D
2017-18,2018-02-11T00:00:00Z,11/02/2018,00:00:00,Southampton,Liverpool,0,2,A,0,2,A
2017-18,2018-02-12T00:00:00Z,12/02/2018,00:00:00,Chelsea,West Brom,3,0,H,1,0,H
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Bournemouth,Newcastle,2,2,D,0,2,A
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Brighton,Swansea,4,1,H,1,0,H
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Burnley,Southampton,1,1,D,0,0,D
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Leicester,Stoke,1,1,D,0,1,A
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Liverpool,West Ham,4,1,H,1,0,H
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,Watford,Everton,1,0,H,0,0,D
2017-18,2018-02-24T00:00:00Z,24/02/2018,00:00:00,West Brom,Huddersfield,1,2,A,0,0,D
2017-18,2018-02-25T00:00:00Z,25/02/2018,00:00:00,Crystal Palace,Tottenham,0,1,A,0,0,D
2017-18,2018-02-25T00:00:00Z,25/02/2018,00:00:00,Man United,Chelsea,2,1,H,1,1,D
2017-18,2018-03-01T00:00:00Z,01/03/2018,00:00:00,Arsenal,Man City,0,3,A,0,3,A
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Burnley,Everton,2,1,H,0,1,A
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Leicester,Bournemouth,1,1,D,0,1,A
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Liverpool,Newcastle,2,0,H,1,0,H
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Southampton,Stoke,0,0,D,0,0,D
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Swansea,West Ham,4,1,H,2,0,H
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Tottenham,Huddersfield,2,0,H,1,0,H
2017-18,2018-03-03T00:00:00Z,03/03/2018,00:00:00,Watford,West Brom,1,0,H,0,0,D
2017-18,2018-03-04T00:00:00Z,04/03/2018,00:00:00,Brighton,Arsenal,2,1,H,2,1,H
2017-18,2018-03-04T00:00:00Z,04/03/2018,00:00:00,Man City,Chelsea,1,0,H,0,0,D
2017-18,2018-03-05T00:00:00Z,05/03/2018,00:00:00,Crystal Palace,Man United,2,3,A,1,0,H
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,Chelsea,Crystal Palace,2,1,H,2,0,H
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,Everton,Brighton,2,0,H,0,0,D
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,Huddersfield,Swansea,0,0,D,0,0,D
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,Man United,Liverpool,2,1,H,2,0,H
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,Newcastle,Southampton,3,0,H,2,0,H
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,West Brom,Leicester,1,4,A,1,1,D
2017-18,2018-03-10T00:00:00Z,10/03/2018,00:00:00,West Ham,Burnley,0,3,A,0,0,D
2017-18,2018-03-11T00:00:00Z,11/03/2018,00:00:00,Arsenal,Watford,3,0,H,1,0,H
2017-18,2018-03-11T00:00:00Z,11/03/2018,00:00:00,Bournemouth,Tottenham,1,4,A,1,1,D
2017-18,2018-03-12T00:00:00Z,12/03/2018,00:00:00,Stoke,Man City,0,2,A,0,1,A
2017-18,2018-03-17T00:00:00Z,17/03/2018,00:00:00,Bournemouth,West Brom,2,1,H,0,0,D
2017-18,2018-03-17T00:00:00Z,17/03/2018,00:00:00,Huddersfield,Crystal Palace,0,2,A,0,1,A
2017-18,2018-03-17T00:00:00Z,17/03/2018,00:00:00,Liverpool,Watford,5,0,H,2,0,H
2017-18,2018-03-17T00:00:00Z,17/03/2018,00:00:00,Stoke,Everton,1,2,A,0,0,D
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Brighton,Leicester,0,2,A,0,0,D
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Crystal Palace,Liverpool,1,2,A,1,0,H
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Everton,Man City,1,3,A,0,3,A
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Man United,Swansea,2,0,H,2,0,H
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Newcastle,Huddersfield,1,0,H,0,0,D
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,Watford,Bournemouth,2,2,D,1,1,D
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,West Brom,Burnley,1,2,A,0,1,A
2017-18,2018-03-31T00:00:00Z,31/03/2018,00:00:00,West Ham,Southampton,3,0,H,3,0,H
2017-18,2018-04-01T00:00:00Z,01/04/2018,00:00:00,Arsenal,Stoke,3,0,H,0,0,D
2017-18,2018-04-01T00:00:00Z,01/04/2018,00:00:00,Chelsea,Tottenham,1,3,A,1,1,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Bournemouth,Crystal Palace,2,2,D,0,0,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Brighton,Huddersfield,1,1,D,1,1,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Everton,Liverpool,0,0,D,0,0,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Leicester,Newcastle,1,2,A,0,1,A
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Man City,Man United,2,3,A,2,0,H
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Stoke,Tottenham,1,2,A,0,0,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,Watford,Burnley,1,2,A,0,0,D
2017-18,2018-04-07T00:00:00Z,07/04/2018,00:00:00,West Brom,Swansea,1,1,D,0,0,D
2017-18,2018-04-08T00:00:00Z,08/04/2018,00:00:00,Arsenal,Southampton,3,2,H,2,1,H
2017-18,2018-04-08T00:00:00Z,08/04/2018,00:00:00,Chelsea,West Ham,1,1,D,1,0,H
2017-18,2018-04-14T00:00:00Z,14/04/2018,00:00:00,Burnley,Leicester,2,1,H,2,0,H
2017-18,2018-04-14T00:00:00Z,14/04/2018,00:00:00,Crystal Palace,Brighton,3,2,H,3,2,H
