Season,DateTime,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2013-14,2014-02-08T00:00:00Z,08/02/2014,00:00:00,Southampton,Stoke,2,2,D,2,2,D
2013-14,2014-02-08T00:00:00Z,08/02/2014,00:00:00,Sunderland,Hull,0,2,A,0,1,A
2013-14,2014-02-08T00:00:00Z,08/02/2014,00:00:00,Swansea,Cardiff,3,0,H,0,0,D
2013-14,2014-02-09T00:00:00Z,09/02/2014,00:00:00,Man United,Fulham,2,2,D,0,1,A
2013-14,2014-02-09T00:00:00Z,09/02/2014,00:00:00,Tottenham,Everton,1,0,H,0,0,D
2013-14,2014-02-11T00:00:00Z,11/02/2014,00:00:00,Cardiff,Aston Villa,0,0,D,0,0,D
2013-14,2014-02-11T00:00:00Z,11/02/2014,00:00:00,Hull,Southampton,0,1,A,0,0,D
2013-14,2014-02-11T00:00:00Z,11/02/2014,00:00:00,West Brom,Chelsea,1,1,D,0,1,A
2013-14,2014-02-11T00:00:00Z,11/02/2014,00:00:00,West Ham,Norwich,2,0,H,0,0,D
2013-14,2014-02-12T00:00:00Z,12/02/2014,00:00:00,Arsenal,Man United,0,0,D,0,0,D
2013-14,2014-02-12T00:00:00Z,12/02/2014,00:00:00,Fulham,Liverpool,2,3,A,1,1,D
2013-14,2014-02-12T00:00:00Z,12/02/2014,00:00:00,Newcastle,Tottenham,0,4,A,0,1,A
2013-14,2014-02-12T00:00:00Z,12/02/2014,00:00:00,Stoke,Swansea,1,1,D,1,0,H
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,Arsenal,Sunderland,4,1,H,3,0,H
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,Cardiff,Hull,0,4,A,0,2,A
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,Chelsea,Everton,1,0,H,0,0,D
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,Crystal Palace,Man United,0,2,A,0,0,D
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,Man City,Stoke,1,0,H,0,0,D
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,West Brom,Fulham,1,1,D,0,1,A
2013-14,2014-02-22T00:00:00Z,22/02/2014,00:00:00,West Ham,Southampton,3,1,H,2,1,H
2013-14,2014-02-23T00:00:00Z,23/02/2014,00:00:00,Liverpool,Swansea,4,3,H,3,2,H
2013-14,2014-02-23T00:00:00Z,23/02/2014,00:00:00,Newcastle,Aston Villa,1,0,H,0,0,D
2013-14,2014-02-23T00:00:00Z,23/02/2014,00:00:00,Norwich,Tottenham,1,0,H,0,0,D
2013-14,2014-03-01T00:00:00Z,01/03/2014,00:00:00,Everton,West Ham,1,0,H,0,0,D
2013-14,2014-03-01T00:00:00Z,01/03/2014,00:00:00,Fulham,Chelsea,1,3,A,0,0,D
2013-14,2014-03-01T00:00:00Z,01/03/2014,00:00:00,Hull,Newcastle,1,4,A,0,2,A
2013-14,2014-03-01T00:00:00Z,01/03/2014,00:00:00,Southampton,Liverpool,0,3,A,0,1,A
2013-14,2014-03-01T00:00:00Z,01/03/2014,00:00:00,Stoke,Arsenal,1,0,H,0,0,D
2013-14,2014-03-02T00:00:00Z,02/03/2014,00:00:00,Aston Villa,Norwich,4,1,H,4,1,H
2013-14,2014-03-02T00:00:00Z,02/03/2014,00:00:00,Swansea,Crystal Palace,1,1,D,1,0,H
2013-14,2014-03-02T00:00:00Z,02/03/2014,00:00:00,Tottenham,Cardiff,1,0,H,1,0,H
2013-14,2014-03-08T00:00:00Z,08/03/2014,00:00:00,Cardiff,Fulham,3,1,H,1,0,H
2013-14,2014-03-08T00:00:00Z,08/03/2014,00:00:00,Chelsea,Tottenham,4,0,H,0,0,D
2013-14,2014-03-08T00:00:00Z,08/03/2014,00:00:00,Crystal Palace,Southampton,0,1,A,0,1,A
2013-14,2014-03-08T00:00:00Z,08/03/2014,00:00:00,Norwich,Stoke,1,1,D,0,0,D
2013-14,2014-03-08T00:00:00Z,08/03/2014,00:00:00,West Brom,Man United,0,3,A,0,1,A
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Aston Villa,Chelsea,1,0,H,0,0,D
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Everton,Cardiff,2,1,H,0,0,D
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Fulham,Newcastle,1,0,H,0,0,D
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Hull,Man City,0,2,A,0,1,A
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Southampton,Norwich,4,2,H,1,0,H
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Stoke,West Ham,3,1,H,1,1,D
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Sunderland,Crystal Palace,0,0,D,0,0,D
2013-14,2014-03-15T00:00:00Z,15/03/2014,00:00:00,Swansea,West Brom,1,2,A,1,0,H
2013-14,2014-03-16T00:00:00Z,16/03/2014,00:00:00,Man United,Liverpool,0,3,A,0,1,A
2013-14,2014-03-16T00:00:00Z,16/03/2014,00:00:00,Tottenham,Arsenal,0,1,A,0,1,A
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Cardiff,Liverpool,3,6,A,2,2,D
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Chelsea,Arsenal,6,0,H,4,0,H
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Everton,Swansea,3,2,H,1,1,D
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Hull,West Brom,2,0,H,2,0,H
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Man City,Fulham,5,0,H,1,0,H
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Newcastle,Crystal Palace,1,0,H,0,0,D
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,Norwich,Sunderland,2,0,H,2,0,H
2013-14,2014-03-22T00:00:00Z,22/03/2014,00:00:00,West Ham,Man United,0,2,A,0,2,A
2013-14,2014-03-23T00:00:00Z,23/03/2014,00:00:00,Aston Villa,Stoke,1,4,A,1,3,A
2013-14,2014-03-23T00:00:00Z,23/03/2014,00:00:00,Tottenham,Southampton,3,2,H,1,2,A
2013-14,2014-03-25T00:00:00Z,25/03/2014,00:00:00,Arsenal,Swansea,2,2,D,0,1,A
2013-14,2014-03-25T00:00:00Z,25/03/2014,00:00:00,Man United,Man City,0,3,A,0,1,A
2013-14,2014-03-25T00:00:00Z,25/03/2014,00:00:00,Newcastle,Everton,0,3,A,0,1,A
2013-14,2014-03-26T00:00:00Z,26/03/2014,00:00:00,Liverpool,Sunderland,2,1,H,1,0,H
2013-14,2014-03-26T00:00:00Z,26/03/2014,00:00:00,West Ham,Hull,2,1,H,1,0,H
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Arsenal,Man City,1,1,D,0,1,A
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Crystal Palace,Chelsea,1,0,H,0,0,D
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Man United,Aston Villa,4,1,H,2,1,H
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Southampton,Newcastle,4,0,H,1,0,H
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Stoke,Hull,1,0,H,0,0,D
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,Swansea,Norwich,3,0,H,2,0,H
2013-14,2014-03-29T00:00:00Z,29/03/2014,00:00:00,West Brom,Cardiff,3,3,D,2,1,H
2013-14,2014-03-30T00:00:00Z,30/03/2014,00:00:00,Fulham,Everton,1,3,A,0,0,D
2013-14,2014-03-30T00:00:00Z,30/03/2014,00:00:00,Liverpool,Tottenham,4,0,H,2,0,H
2013-14,2014-03-31T00:00:00Z,31/03/2014,00:00:00,Sunderland,West Ham,1,2,A,0,1,A
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Aston Villa,Fulham,1,2,A,0,0,D
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Cardiff,Crystal Palace,0,3,A,0,1,A
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Chelsea,Stoke,3,0,H,1,0,H
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Hull,Swansea,1,0,H,1,0,H
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Man City,Southampton,4,1,H,3,1,H
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Newcastle,Man United,0,4,A,0,1,A
2013-14,2014-04-05T00:00:00Z,05/04/2014,00:00:00,Norwich,West Brom,0,1,A,0,1,A
2013-14,2014-04-06T00:00:00Z,06/04/2014,00:00:00,Everton,Arsenal,3,0,H,2,0,H
2013-14,2014-04-06T00:00:00Z,06/04/2014,00:00:00,West Ham,Liverpool,1,2,A,1,1,D
2013-14,2014-04-07T00:00:00Z,07/04/2014,00:00:00,Tottenham,Sunderland,5,1,H,1,1,D
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,Crystal Palace,Aston Villa,1,0,H,0,0,D
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,Fulham,Norwich,1,0,H,1,0,H
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,Southampton,Cardiff,0,1,A,0,0,D
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,Stoke,Newcastle,1,0,H,1,0,H
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,Sunderland,Everton,0,1,A,0,0,D
2013-14,2014-04-12T00:00:00Z,12/04/2014,00:00:00,West Brom,Tottenham,3,3,D,3,1,H
2013-14,2014-04-13T00:00:00Z,13/04/2014,00:00:00,Liverpool,Man City,3,2,H,2,0,H
2013-14,2014-04-13T00:00:00Z,13/04/2014,00:00:00,Swansea,Chelsea,0,1,A,0,0,D
2013-14,2014-04-15T00:00:00Z,15/04/2014,00:00:00,Arsenal,West Ham,3,1,H,1,1,D
2013-14,2014-04-16T00:00:00Z,16/04/2014,00:00:00,Everton,Crystal Palace,2,3,A,0,1,A
2013-14,2014-04-16T00:00:00Z,16/04/2014,00:00:00,Man City,Sunderland,2,2,D,1,0,H
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,Aston Villa,Southampton,0,0,D,0,0,D
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,Cardiff,Stoke,1,1,D,0,1,A
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,Chelsea,Sunderland,1,2,A,1,1,D
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,Newcastle,Swansea,1,2,A,1,1,D
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,Tottenham,Fulham,3,1,H,1,1,D
2013-14,2014-04-19T00:00:00Z,19/04/2014,00:00:00,West Ham,Crystal Palace,0,1,A,0,0,D
2013-14,2014-04-20T00:00:00Z,20/04/2014,00:00:00,Everton,Man United,2,0,H,2,0,H
2013-14,2014-04-20T00:00:00Z,20/04/2014,00:00:00,Hull,Arsenal,0,3,A,0,2,A
2013-14,2014-04-20T00:00:00Z,20/04/2014,00:00:00,Norwich,Liverpool,2,3,A,0,2,A
2013-14,2014-04-21T00:00:00Z,21/04/2014,00:00:00,Man City,West Brom,3,1,H,3,1,H
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,Fulham,Hull,2,2,D,0,0,D
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,Man United,Norwich,4,0,H,1,0,H
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,Southampton,Everton,2,0,H,2,0,H
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,Stoke,Tottenham,0,1,A,0,1,A
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,Swansea,Aston Villa,4,1,H,2,1,H
2013-14,2014-04-26T00:00:00Z,26/04/2014,00:00:00,West Brom,West Ham,1,0,H,1,0,H
2013-14,2014-04-27T00:00:00Z,27/04/2014,00:00:00,Crystal Palace,Man City,0,2,A,0,2,A
2013-14,2014-04-27T00:00:00Z,27/04/2014,00:00:00,Liverpool,Chelsea,0,2,A,0,1,A
2013-14,2014-04-27T00:00:00Z,27/04/2014,00:00:00,Sunderland,Cardiff,4,0,H,2,0,H
2013-14,2014-04-28T00:00:00Z,28/04/2014,00:00:00,Arsenal,Newcastle,3,0,H,2,0,H
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Aston Villa,Hull,3,1,H,3,1,H
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Everton,Man City,2,3,A,1,2,A
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Man United,Sunderland,0,1,A,0,1,A
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Newcastle,Cardiff,3,0,H,1,0,H
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Stoke,Fulham,4,1,H,1,0,H
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,Swansea,Southampton,0,1,A,0,0,D
2013-14,2014-05-03T00:00:00Z,03/05/2014,00:00:00,West Ham,Tottenham,2,0,H,2,0,H
2013-14,2014-05-04T00:00:00Z,04/05/2014,00:00:00,Arsenal,West Brom,1,0,H,1,0,H
2013-14,2014-05-04T00:00:00Z,04/05/2014,00:00:00,Chelsea,Norwich,0,0,D,0,0,D
2013-14,2014-05-05T00:00:00Z,05/05/2014,00:00:00,Crystal Palace,Liverpool,3,3,D,0,1,A
2013-14,2014-05-06T00:00:00Z,06/05/2014,00:00:00,Man United,Hull,3,1,H,1,0,H
2013-14,2014-05-07T00:00:00Z,07/05/2014,00:00:00,Man City,Aston Villa,4,0,H,0,0,D
2013-14,2014-05-07T00:00:00Z,07/05/2014,00:00:00,Sunderland,West Brom,2,0,H,2,0,H
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Cardiff,Chelsea,1,2,A,1,0,H
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Fulham,Crystal Palace,2,2,D,0,1,A
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Hull,Everton,0,2,A,0,1,A
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Liverpool,Newcastle,2,1,H,0,1,A
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Man City,West Ham,2,0,H,1,0,H
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Norwich,Arsenal,0,2,A,0,0,D
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Southampton,Man United,1,1,D,1,0,H
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Sunderland,Swansea,1,3,A,0,2,A
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,Tottenham,Aston Villa,3,0,H,3,0,H
2013-14,2014-05-11T00:00:00Z,11/05/2014,00:00:00,West Brom,Stoke,1,2,A,0,1,A
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,Arsenal,Crystal Palace,2,1,H,1,1,D
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,Leicester,Everton,2,2,D,1,2,A
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,Man United,Swansea,1,2,A,0,1,A
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,QPR,Hull,0,1,A,0,0,D
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,Stoke,Aston Villa,0,1,A,0,0,D
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,West Brom,Sunderland,2,2,D,1,1,D
2014-15,2014-08-16T00:00:00Z,16/08/2014,00:00:00,West Ham,Tottenham,0,1,A,0,0,D
2014-15,2014-08-17T00:00:00Z,17/08/2014,00:00:00,Liverpool,Southampton,2,1,H,1,0,H
2014-15,2014-08-17T00:00:00Z,17/08/2014,00:00:00,Newcastle,Man City,0,2,A,0,1,A
2014-15,2014-08-18T00:00:00Z,18/08/2014,00:00:00,Burnley,Chelsea,1,3,A,1,3,A
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Aston Villa,Newcastle,0,0,D,0,0,D
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Chelsea,Leicester,2,0,H,0,0,D
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Crystal Palace,West Ham,1,3,A,0,2,A
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Everton,Arsenal,2,2,D,2,0,H
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Southampton,West Brom,0,0,D,0,0,D
2014-15,2014-08-23T00:00:00Z,23/08/2014,00:00:00,Swansea,Burnley,1,0,H,1,0,H
2014-15,2014-08-24T00:00:00Z,24/08/2014,00:00:00,Hull,Stoke,1,1,D,1,0,H
2014-15,2014-08-24T00:00:00Z,24/08/2014,00:00:00,Sunderland,Man United,1,1,D,1,1,D
2014-15,2014-08-24T00:00:00Z,24/08/2014,00:00:00,Tottenham,QPR,4,0,H,3,0,H
2014-15,2014-08-25T00:00:00Z,25/08/2014,00:00:00,Man City,Liverpool,3,1,H,1,0,H
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,Burnley,Man United,0,0,D,0,0,D
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,Everton,Chelsea,3,6,A,1,2,A
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,Man City,Stoke,0,1,A,0,0,D
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,Newcastle,Crystal Palace,3,3,D,1,1,D
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,QPR,Sunderland,1,0,H,1,0,H
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,Swansea,West Brom,3,0,H,2,0,H
2014-15,2014-08-30T00:00:00Z,30/08/2014,00:00:00,West Ham,Southampton,1,3,A,1,1,D
2014-15,2014-08-31T00:00:00Z,31/08/2014,00:00:00,Aston Villa,Hull,2,1,H,2,0,H
2014-15,2014-08-31T00:00:00Z,31/08/2014,00:00:00,Leicester,Arsenal,1,1,D,1,1,D
2014-15,2014-08-31T00:00:00Z,31/08/2014,00:00:00,Tottenham,Liverpool,0,3,A,0,1,A
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Arsenal,Man City,2,2,D,0,1,A
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Chelsea,Swansea,4,2,H,1,1,D
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Crystal Palace,Burnley,0,0,D,0,0,D
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Liverpool,Aston Villa,0,1,A,0,1,A
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Southampton,Newcastle,4,0,H,2,0,H
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Stoke,Leicester,0,1,A,0,0,D
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,Sunderland,Tottenham,2,2,D,1,1,D
2014-15,2014-09-13T00:00:00Z,13/09/2014,00:00:00,West Brom,Everton,0,2,A,0,1,A
2014-15,2014-09-14T00:00:00Z,14/09/2014,00:00:00,Man United,QPR,4,0,H,3,0,H
2014-15,2014-09-15T00:00:00Z,15/09/2014,00:00:00,Hull,West Ham,2,2,D,1,0,H
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,Aston Villa,Arsenal,0,3,A,0,3,A
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,Burnley,Sunderland,0,0,D,0,0,D
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,Newcastle,Hull,2,2,D,0,0,D
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,QPR,Stoke,2,2,D,1,1,D
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,Swansea,Southampton,0,1,A,0,0,D
2014-15,2014-09-20T00:00:00Z,20/09/2014,00:00:00,West Ham,Liverpool,3,1,H,2,1,H
2014-15,2014-09-21T00:00:00Z,21/09/2014,00:00:00,Everton,Crystal Palace,2,3,A,1,1,D
2014-15,2014-09-21T00:00:00Z,21/09/2014,00:00:00,Leicester,Man United,5,3,H,1,2,A
2014-15,2014-09-21T00:00:00Z,21/09/2014,00:00:00,Man City,Chelsea,1,1,D,0,0,D
2014-15,2014-09-21T00:00:00Z,21/09/2014,00:00:00,Tottenham,West Brom,0,1,A,0,0,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Arsenal,Tottenham,1,1,D,0,0,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Chelsea,Aston Villa,3,0,H,1,0,H
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Crystal Palace,Leicester,2,0,H,0,0,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Hull,Man City,2,4,A,2,2,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Liverpool,Everton,1,1,D,0,0,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Man United,West Ham,2,1,H,2,1,H
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Southampton,QPR,2,1,H,0,0,D
2014-15,2014-09-27T00:00:00Z,27/09/2014,00:00:00,Sunderland,Swansea,0,0,D,0,0,D
2014-15,2014-09-28T00:00:00Z,28/09/2014,00:00:00,West Brom,Burnley,4,0,H,2,0,H
2014-15,2014-09-29T00:00:00Z,29/09/2014,00:00:00,Stoke,Newcastle,1,0,H,1,0,H
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Aston Villa,Man City,0,2,A,0,0,D
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Hull,Crystal Palace,2,0,H,0,0,D
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Leicester,Burnley,2,2,D,2,1,H
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Liverpool,West Brom,2,1,H,1,0,H
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Sunderland,Stoke,3,1,H,2,1,H
2014-15,2014-10-04T00:00:00Z,04/10/2014,00:00:00,Swansea,Newcastle,2,2,D,1,1,D
2014-15,2014-10-05T00:00:00Z,05/10/2014,00:00:00,Chelsea,Arsenal,2,0,H,1,0,H
2014-15,2014-10-05T00:00:00Z,05/10/2014,00:00:00,Man United,Everton,2,1,H,1,0,H
2014-15,2014-10-05T00:00:00Z,05/10/2014,00:00:00,Tottenham,Southampton,1,0,H,1,0,H
2014-15,2014-10-05T00:00:00Z,05/10/2014,00:00:00,West Ham,QPR,2,0,H,1,0,H
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Arsenal,Hull,2,2,D,1,1,D
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Burnley,West Ham,1,3,A,0,0,D
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Crystal Palace,Chelsea,1,2,A,0,1,A
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Everton,Aston Villa,3,0,H,1,0,H
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Man City,Tottenham,4,1,H,2,1,H
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Newcastle,Leicester,1,0,H,0,0,D
2014-15,2014-10-18T00:00:00Z,18/10/2014,00:00:00,Southampton,Sunderland,8,0,H,3,0,H
2014-15,2014-10-19T00:00:00Z,19/10/2014,00:00:00,QPR,Liverpool,2,3,A,0,0,D
2014-15,2014-10-19T00:00:00Z,19/10/2014,00:00:00,Stoke,Swansea,2,1,H,1,1,D
2014-15,2014-10-20T00:00:00Z,20/10/2014,00:00:00,West Brom,Man United,2,2,D,1,0,H
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,Liverpool,Hull,0,0,D,0,0,D
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,Southampton,Stoke,1,0,H,1,0,H
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,Sunderland,Arsenal,0,2,A,0,1,A
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,Swansea,Leicester,2,0,H,1,0,H
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,West Brom,Crystal Palace,2,2,D,0,2,A
2014-15,2014-10-25T00:00:00Z,25/10/2014,00:00:00,West Ham,Man City,2,1,H,1,0,H
2014-15,2014-10-26T00:00:00Z,26/10/2014,00:00:00,Burnley,Everton,1,3,A,1,2,A
2014-15,2014-10-26T00:00:00Z,26/10/2014,00:00:00,Man United,Chelsea,1,1,D,0,0,D
2014-15,2014-10-26T00:00:00Z,26/10/2014,00:00:00,Tottenham,Newcastle,1,2,A,1,0,H
2014-15,2014-10-27T00:00:00Z,27/10/2014,00:00:00,QPR,Aston Villa,2,0,H,1,0,H
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Arsenal,Burnley,3,0,H,0,0,D
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Chelsea,QPR,2,1,H,1,0,H
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Everton,Swansea,0,0,D,0,0,D
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Hull,Southampton,0,1,A,0,1,A
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Leicester,West Brom,0,1,A,0,0,D
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Newcastle,Liverpool,1,0,H,0,0,D
2014-15,2014-11-01T00:00:00Z,01/11/2014,00:00:00,Stoke,West Ham,2,2,D,1,0,H
2014-15,2014-11-02T00:00:00Z,02/11/2014,00:00:00,Aston Villa,Tottenham,1,2,A,1,0,H
2014-15,2014-11-02T00:00:00Z,02/11/2014,00:00:00,Man City,Man United,1,0,H,0,0,D
2014-15,2014-11-03T00:00:00Z,03/11/2014,00:00:00,Crystal Palace,Sunderland,1,3,A,0,1,A
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,Burnley,Hull,1,0,H,0,0,D
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,Liverpool,Chelsea,1,2,A,1,1,D
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,Man United,Crystal Palace,1,0,H,0,0,D
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,QPR,Man City,2,2,D,1,1,D
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,Southampton,Leicester,2,0,H,0,0,D
2014-15,2014-11-08T00:00:00Z,08/11/2014,00:00:00,West Ham,Aston Villa,0,0,D,0,0,D
2014-15,2014-11-09T00:00:00Z,09/11/2014,00:00:00,Sunderland,Everton,1,1,D,0,0,D
2014-15,2014-11-09T00:00:00Z,09/11/2014,00:00:00,Swansea,Arsenal,2,1,H,0,0,D
2014-15,2014-11-09T00:00:00Z,09/11/2014,00:00:00,Tottenham,Stoke,1,2,A,0,2,A
2014-15,2014-11-09T00:00:00Z,09/11/2014,00:00:00,West Brom,Newcastle,0,2,A,0,1,A
2014-15,2014-11-22T00:00:00Z,22/11/2014,00:00:00,Arsenal,Man United,1,2,A,0,0,D
2014-15,2014-11-22T00:00:00Z,22/11/2014,00:00:00,Chelsea,West Brom,2,0,H,2,0,H
2014-15,2014-11-22T00:00:00Z,22/11/2014,00:00:00,Everton,West Ham,2,1,H,1,0,H
2014-15,2014-11-22T00:00:00Z,22/11/2014,00:00:00,Leicester,Sunderland,0,0,D,0,0,D
2014-15,2014-11-22T00:00:00Z,22/11/2014,00:00:00,Man City,Swansea,2,1,H,1,1,D
