League,Year,Code,Team,Standing,Played,Wins,Losses,Draws,Points
nhl,2014,DAL,Dallas Stars,19,92,41,41,10,92
nhl,2014,FLA,Florida Panthers,20,97,38,44,15,91
nhl,2014,COL,Colorado Avalanche,21,94,39,43,12,90
nhl,2014,SJ,San Jose Sharks,22,91,40,42,9,89
nhl,2014,CBJ,Columbus Blue Jackets,23,87,42,40,5,89
nhl,2014,PHI,Philadelphia Flyers,24,100,33,49,18,84
nhl,2014,NJ,New Jersey Devils,25,96,32,50,14,78
nhl,2014,CAR,Carolina Hurricanes,26,93,30,52,11,71
nhl,2014,TOR,Toronto Maple Leafs,27,90,30,52,8,68
nhl,2014,EDM,Edmonton Oilers,28,96,24,58,14,62
nhl,2014,ARI,Arizona Coyotes,29,90,24,58,8,56
nhl,2014,BUF,Buffalo Sabres,30,90,23,59,8,54
nhl,2015,WSH,Washington Capitals,1,82,56,18,8,120
nhl,2015,DAL,Dallas Stars,2,82,50,23,9,109
nhl,2015,STL,St. Louis Blues,3,82,49,24,9,107
nhl,2015,PIT,Pittsburgh Penguins,4,82,48,26,8,104
nhl,2015,CHI,Chicago Blackhawks,5,82,47,26,9,103
nhl,2015,ANA,Anaheim Ducks,6,82,46,25,11,103
nhl,2015,FLA,Florida Panthers,7,82,47,26,9,103
nhl,2015,LA,Los Angeles Kings,8,82,48,28,6,102
nhl,2015,NYR,New York Rangers,9,82,46,27,9,101
nhl,2015,NYI,New York Islanders,10,82,45,27,10,100
nhl,2015,SJ,San Jose Sharks,11,82,46,30,6,98
nhl,2015,TB,Tampa Bay Lightning,12,82,46,31,5,97
nhl,2015,PHI,Philadelphia Flyers,13,82,41,27,14,96
nhl,2015,NSH,Nashville Predators,14,82,41,27,14,96
nhl,2015,DET,Detroit Red Wings,15,82,41,30,11,93
nhl,2015,BOS,Boston Bruins,16,82,42,31,9,93
nhl,2015,MIN,Minnesota Wild,17,82,38,33,11,87
nhl,2015,CAR,Carolina Hurricanes,18,82,35,31,16,86
nhl,2015,OTT,Ottawa Senators,19,82,38,35,9,85
nhl,2015,NJ,New Jersey Devils,20,82,38,36,8,84
nhl,2015,COL,Colorado Avalanche,21,82,39,39,4,82
nhl,2015,MTL,Montreal Canadiens,22,82,38,38,6,82
nhl,2015,BUF,Buffalo Sabres,23,82,35,36,11,81
nhl,2015,ARI,Arizona Coyotes,24,82,35,39,8,78
nhl,2015,WPG,Winnipeg Jets,25,82,35,39,8,78
nhl,2015,CGY,Calgary Flames,26,82,35,40,7,77
nhl,2015,CBJ,Columbus Blue Jackets,27,82,34,40,8,76
nhl,2015,VAN,Vancouver Canucks,28,82,31,38,13,75
nhl,2015,EDM,Edmonton Oilers,29,82,31,43,8,70
nhl,2015,TOR,Toronto Maple Leafs,30,82,29,42,11,69
nhl,2016,WSH,Washington Capitals,1,82,55,19,8,118
nhl,2016,PIT,Pittsburgh Penguins,2,82,50,21,11,111
nhl,2016,CHI,Chicago Blackhawks,3,82,50,23,9,109
nhl,2016,CBJ,Columbus Blue Jackets,4,82,50,24,8,108
nhl,2016,MIN,Minnesota Wild,5,82,49,25,8,106
nhl,2016,ANA,Anaheim Ducks,6,82,46,23,13,105
nhl,2016,MTL,Montreal Canadiens,7,82,47,26,9,103
nhl,2016,EDM,Edmonton Oilers,8,82,47,26,9,103
nhl,2016,NYR,New York Rangers,9,82,48,28,6,102
nhl,2016,STL,St. Louis Blues,10,82,46,29,7,99
nhl,2016,SJ,San Jose Sharks,11,82,46,29,7,99
nhl,2016,OTT,Ottawa Senators,12,82,44,28,10,98
nhl,2016,BOS,Boston Bruins,13,82,44,31,7,95
nhl,2016,TOR,Toronto Maple Leafs,14,82,40,27,15,95
nhl,2016,CGY,Calgary Flames,15,82,45,33,4,94
nhl,2016,NSH,Nashville Predators,16,82,41,29,12,94
nhl,2016,NYI,New York Islanders,17,82,41,29,12,94
nhl,2016,TB,Tampa Bay Lightning,18,82,42,30,10,94
nhl,2016,PHI,Philadelphia Flyers,19,82,39,33,10,88
nhl,2016,WPG,Winnipeg Jets,20,82,40,35,7,87
nhl,2016,CAR,Carolina Hurricanes,21,82,36,31,15,87
nhl,2016,LA,Los Angeles Kings,22,82,39,35,8,86
nhl,2016,FLA,Florida Panthers,23,82,35,36,11,81
nhl,2016,DAL,Dallas Stars,24,82,34,37,11,79
nhl,2016,DET,Detroit Red Wings,25,82,33,36,13,79
nhl,2016,BUF,Buffalo Sabres,26,82,33,37,12,78
nhl,2016,NJ,New Jersey Devils,27,82,28,40,14,70
nhl,2016,ARI,Arizona Coyotes,28,82,30,42,10,70
nhl,2016,VAN,Vancouver Canucks,29,82,30,43,9,69
nhl,2016,COL,Colorado Avalanche,30,82,22,56,4,48
nhl,2017,NSH,Nashville Predators,1,82,53,18,11,117
nhl,2017,WPG,Winnipeg Jets,2,82,52,20,10,114
nhl,2017,TB,Tampa Bay Lightning,3,82,54,23,5,113
nhl,2017,BOS,Boston Bruins,4,82,50,20,12,112
nhl,2017,VGK,Vegas Golden Knights,5,82,51,24,7,109
nhl,2017,WSH,Washington Capitals,6,82,49,26,7,105
nhl,2017,TOR,Toronto Maple Leafs,7,82,49,26,7,105
nhl,2017,MIN,Minnesota Wild,8,82,45,26,11,101
nhl,2017,ANA,Anaheim Ducks,9,82,44,25,13,101
nhl,2017,PIT,Pittsburgh Penguins,10,82,47,29,6,100
nhl,2017,SJ,San Jose Sharks,11,82,45,27,10,100
nhl,2017,LA,Los Angeles Kings,12,82,45,29,8,98
nhl,2017,PHI,Philadelphia Flyers,13,82,42,26,14,98
nhl,2017,NJ,New Jersey Devils,14,82,44,29,9,97
nhl,2017,CBJ,Columbus Blue Jackets,15,82,45,30,7,97
nhl,2017,FLA,Florida Panthers,16,82,44,30,8,96
nhl,2017,COL,Colorado Avalanche,17,82,43,30,9,95
nhl,2017,STL,St. Louis Blues,18,82,44,32,6,94
nhl,2017,DAL,Dallas Stars,19,82,42,32,8,92
nhl,2017,CGY,Calgary Flames,20,82,37,35,10,84
nhl,2017,CAR,Carolina Hurricanes,21,82,36,35,11,83
nhl,2017,NYI,New York Islanders,22,82,35,37,10,80
nhl,2017,EDM,Edmonton Oilers,23,82,36,40,6,78
nhl,2017,NYR,New York Rangers,24,82,34,39,9,77
nhl,2017,CHI,Chicago Blackhawks,25,82,33,39,10,76
nhl,2017,VAN,Vancouver Canucks,26,82,31,40,11,73
nhl,2017,DET,Detroit Red Wings,27,82,30,39,13,73
nhl,2017,MTL,Montreal Canadiens,28,82,29,40,13,71
nhl,2017,ARI,Arizona Coyotes,29,82,29,41,12,70
nhl,2017,OTT,Ottawa Senators,30,82,28,43,11,67
nhl,2017,BUF,Buffalo Sabres,31,82,25,45,12,62
nhl,2018,TB,Tampa Bay Lightning,1,82,62,16,4,128
nhl,2018,CGY,Calgary Flames,2,82,50,25,7,107
nhl,2018,BOS,Boston Bruins,3,82,49,24,9,107
nhl,2018,WSH,Washington Capitals,4,82,48,26,8,104
nhl,2018,NYI,New York Islanders,5,82,48,27,7,103
nhl,2018,SJ,San Jose Sharks,6,82,46,27,9,101
nhl,2018,TOR,Toronto Maple Leafs,7,82,46,28,8,100
nhl,2018,NSH,Nashville Predators,8,82,47,29,6,100
nhl,2018,PIT,Pittsburgh Penguins,9,82,44,26,12,100
nhl,2018,WPG,Winnipeg Jets,10,82,47,30,5,99
nhl,2018,CAR,Carolina Hurricanes,11,82,46,29,7,99
nhl,2018,STL,St. Louis Blues,12,82,45,28,9,99
nhl,2018,CBJ,Columbus Blue Jackets,13,82,47,31,4,98
nhl,2018,MTL,Montreal Canadiens,14,82,44,30,8,96
nhl,2018,DAL,Dallas Stars,15,82,43,32,7,93
nhl,2018,VGK,Vegas Golden Knights,16,82,43,32,7,93
nhl,2018,COL,Colorado Avalanche,17,82,38,30,14,90
nhl,2018,ARI,Arizona Coyotes,18,82,39,35,8,86
nhl,2018,FLA,Florida Panthers,19,82,36,32,14,86
nhl,2018,CHI,Chicago Blackhawks,20,82,36,34,12,84
nhl,2018,MIN,Minnesota Wild,21,82,37,36,9,83
nhl,2018,PHI,Philadelphia Flyers,22,82,37,37,8,82
nhl,2018,VAN,Vancouver Canucks,23,82,35,36,11,81
nhl,2018,ANA,Anaheim Ducks,24,82,35,37,10,80
nhl,2018,EDM,Edmonton Oilers,25,82,35,38,9,79
nhl,2018,NYR,New York Rangers,26,82,32,36,14,78
nhl,2018,BUF,Buffalo Sabres,27,82,33,39,10,76
nhl,2018,DET,Detroit Red Wings,28,82,32,40,10,74
nhl,2018,NJ,New Jersey Devils,29,82,31,41,10,72
nhl,2018,LA,Los Angeles Kings,30,82,31,42,9,71
nhl,2018,OTT,Ottawa Senators,31,82,29,47,6,64
nhl,2019,BOS,Boston Bruins,1,70,44,14,12,100
nhl,2019,STL,St. Louis Blues,2,71,42,19,10,94
nhl,2019,COL,Colorado Avalanche,3,70,42,20,8,92
nhl,2019,TB,Tampa Bay Lightning,4,70,43,21,6,92
nhl,2019,WSH,Washington Capitals,5,69,41,20,8,90
nhl,2019,PHI,Philadelphia Flyers,6,69,41,21,7,89
nhl,2019,PIT,Pittsburgh Penguins,7,69,40,23,6,86
nhl,2019,VGK,Vegas Golden Knights,8,71,39,24,8,86
nhl,2019,EDM,Edmonton Oilers,9,71,37,25,9,83
nhl,2019,DAL,Dallas Stars,10,69,37,24,8,82
nhl,2019,CAR,Carolina Hurricanes,11,68,38,25,5,81
nhl,2019,TOR,Toronto Maple Leafs,12,70,36,25,9,81
nhl,2019,CBJ,Columbus Blue Jackets,13,70,33,22,15,81
nhl,2019,NYI,New York Islanders,14,68,35,23,10,80
nhl,2019,WPG,Winnipeg Jets,15,71,37,28,6,80
nhl,2019,NYR,New York Rangers,16,70,37,28,5,79
nhl,2019,CGY,Calgary Flames,17,70,36,27,7,79
nhl,2019,FLA,Florida Panthers,18,69,35,26,8,78
nhl,2019,NSH,Nashville Predators,19,69,35,26,8,78
nhl,2019,VAN,Vancouver Canucks,20,69,36,27,6,78
nhl,2019,MIN,Minnesota Wild,21,69,35,27,7,77
nhl,2019,ARI,Arizona Coyotes,22,70,33,29,8,74
nhl,2019,CHI,Chicago Blackhawks,23,70,32,30,8,72
nhl,2019,MTL,Montreal Canadiens,24,71,31,31,9,71
nhl,2019,BUF,Buffalo Sabres,25,69,30,31,8,68
nhl,2019,NJ,New Jersey Devils,26,69,28,29,12,68
nhl,2019,ANA,Anaheim Ducks,27,71,29,33,9,67
nhl,2019,LA,Los Angeles Kings,28,70,29,35,6,64
nhl,2019,SJ,San Jose Sharks,29,70,29,36,5,63
nhl,2019,OTT,Ottawa Senators,30,71,25,34,12,62
nhl,2019,DET,Detroit Red Wings,31,71,17,49,5,39
nhl,2020,COL,Colorado Avalanche,1,56,39,13,4,82
nhl,2020,VGK,Vegas Golden Knights,2,56,40,14,2,82
nhl,2020,CAR,Carolina Hurricanes,3,56,36,12,8,80
nhl,2020,FLA,Florida Panthers,4,56,37,14,5,79
nhl,2020,TOR,Toronto Maple Leafs,5,56,35,14,7,77
nhl,2020,PIT,Pittsburgh Penguins,6,56,37,16,3,77
nhl,2020,WSH,Washington Capitals,7,56,36,15,5,77
nhl,2020,TB,Tampa Bay Lightning,8,56,36,17,3,75
nhl,2020,MIN,Minnesota Wild,9,56,35,16,5,75
nhl,2020,BOS,Boston Bruins,10,56,33,16,7,73
nhl,2020,EDM,Edmonton Oilers,11,56,35,19,2,72
nhl,2020,NYI,New York Islanders,12,56,32,17,7,71
nhl,2020,NSH,Nashville Predators,13,56,31,23,2,64
nhl,2020,WPG,Winnipeg Jets,14,56,30,23,3,63
nhl,2020,STL,St. Louis Blues,15,56,27,20,9,63
nhl,2020,NYR,New York Rangers,16,56,27,23,6,60
nhl,2020,DAL,Dallas Stars,17,56,23,19,14,60
nhl,2020,MTL,Montreal Canadiens,18,56,24,21,11,59
nhl,2020,PHI,Philadelphia Flyers,19,56,25,23,8,58
nhl,2020,CGY,Calgary Flames,20,56,26,27,3,55
nhl,2020,CHI,Chicago Blackhawks,21,56,24,25,7,55
nhl,2020,ARI,Arizona Coyotes,22,56,24,26,6,54
nhl,2020,OTT,Ottawa Senators,23,56,23,28,5,51
nhl,2020,VAN,Vancouver Canucks,24,56,23,29,4,50
nhl,2020,LA,Los Angeles Kings,25,56,21,28,7,49
nhl,2020,SJ,San Jose Sharks,26,56,21,28,7,49
nhl,2020,DET,Detroit Red Wings,27,56,19,27,10,48
nhl,2020,CBJ,Columbus Blue Jackets,28,56,18,26,12,48
nhl,2020,NJ,New Jersey Devils,29,56,19,30,7,45
nhl,2020,ANA,Anaheim Ducks,30,56,17,30,9,43
nhl,2020,BUF,Buffalo Sabres,31,56,15,34,7,37
nhl,2021,FLA,Florida Panthers,1,82,58,18,6,122
nhl,2021,COL,Colorado Avalanche,2,82,56,19,7,119
nhl,2021,CAR,Carolina Hurricanes,3,82,54,20,8,116
nhl,2021,TOR,Toronto Maple Leafs,4,82,54,21,7,115
nhl,2021,MIN,Minnesota Wild,5,82,53,22,7,113
nhl,2021,CGY,Calgary Flames,6,82,50,21,11,111
nhl,2021,TB,Tampa Bay Lightning,7,82,51,23,8,110
nhl,2021,NYR,New York Rangers,8,82,52,24,6,110
nhl,2021,STL,St. Louis Blues,9,82,49,22,11,109
nhl,2021,BOS,Boston Bruins,10,82,51,26,5,107
nhl,2021,EDM,Edmonton Oilers,11,82,49,27,6,104
nhl,2021,PIT,Pittsburgh Penguins,12,82,46,25,11,103
nhl,2021,WSH,Washington Capitals,13,82,44,26,12,100
nhl,2021,LA,Los Angeles Kings,14,82,44,27,11,99
nhl,2021,DAL,Dallas Stars,15,82,46,30,6,98
nhl,2021,NSH,Nashville Predators,16,82,45,30,7,97
nhl,2021,VGK,Vegas Golden Knights,17,82,43,31,8,94
nhl,2021,VAN,Vancouver Canucks,18,82,40,30,12,92
nhl,2021,WPG,Winnipeg Jets,19,82,39,32,11,89
nhl,2021,NYI,New York Islanders,20,82,37,35,10,84
nhl,2021,CBJ,Columbus Blue Jackets,21,82,37,38,7,81
nhl,2021,SJ,San Jose Sharks,22,82,32,37,13,77
nhl,2021,ANA,Anaheim Ducks,23,82,31,37,14,76
nhl,2021,BUF,Buffalo Sabres,24,82,32,39,11,75
nhl,2021,DET,Detroit Red Wings,25,82,32,40,10,74
nhl,2021,OTT,Ottawa Senators,26,82,33,42,7,73
nhl,2021,CHI,Chicago Blackhawks,27,82,28,42,12,68
nhl,2021,NJ,New Jersey Devils,28,82,27,46,9,63
nhl,2021,PHI,Philadelphia Flyers,29,82,25,46,11,61
nhl,2021,SEA,Seattle Kraken,30,82,27,49,6,60
nhl,2021,ARI,Arizona Coyotes,31,82,25,50,7,57
nhl,2021,MTL,Montreal Canadiens,32,82,22,49,11,55
nhl,2022,BOS,Boston Bruins,1,82,65,12,5,135
nhl,2022,CAR,Carolina Hurricanes,2,82,52,21,9,113
nhl,2022,NJ,New Jersey Devils,3,82,52,22,8,112
nhl,2022,TOR,Toronto Maple Leafs,4,82,50,21,11,111
nhl,2022,VGK,Vegas Golden Knights,5,82,51,22,9,111
nhl,2022,EDM,Edmonton Oilers,6,82,50,23,9,109
nhl,2022,COL,Colorado Avalanche,7,82,51,24,7,109
nhl,2022,DAL,Dallas Stars,8,82,47,21,14,108
nhl,2022,NYR,New York Rangers,9,82,47,22,13,107
nhl,2022,LA,Los Angeles Kings,10,82,47,25,10,104
nhl,2022,MIN,Minnesota Wild,11,82,46,25,11,103
nhl,2022,SEA,Seattle Kraken,12,82,46,28,8,100
nhl,2022,TB,Tampa Bay Lightning,13,82,46,30,6,98
nhl,2022,WPG,Winnipeg Jets,14,82,46,33,3,95
nhl,2022,NYI,New York Islanders,15,82,42,31,9,93
nhl,2022,CGY,Calgary Flames,16,82,38,27,17,93
nhl,2022,FLA,Florida Panthers,17,82,42,32,8,92
nhl,2022,NSH,Nashville Predators,18,82,42,32,8,92
nhl,2022,PIT,Pittsburgh Penguins,19,82,40,31,11,91
nhl,2022,BUF,Buffalo Sabres,20,82,42,33,7,91
nhl,2022,OTT,Ottawa Senators,21,82,39,35,8,86
nhl,2022,VAN,Vancouver Canucks,22,82,38,37,7,83
nhl,2022,STL,St. Louis Blues,23,82,37,38,7,81
nhl,2022,WSH,Washington Capitals,24,82,35,37,10,80
nhl,2022,DET,Detroit Red Wings,25,82,35,37,10,80
nhl,2022,PHI,Philadelphia Flyers,26,82,31,38,13,75
nhl,2022,ARI,Arizona Coyotes,27,82,28,40,14,70
nhl,2022,MTL,Montreal Canadiens,28,82,31,45,6,68
nhl,2022,SJ,San Jose Sharks,29,82,22,44,16,60
nhl,2022,CHI,Chicago Blackhawks,30,82,26,49,7,59
nhl,2022,CBJ,Columbus Blue Jackets,31,82,25,48,9,59
nhl,2022,ANA,Anaheim Ducks,32,82,23,47,12,58
spn,2013,ATM,Atletico Madrid,1,38,28,4,6,90
spn,2013,BAR,Barcelona,2,38,27,5,6,87
spn,2013,RMA,Real Madrid,3,38,27,5,6,87
spn,2013,ATH,Athletic Club,4,38,20,8,10,70
spn,2013,SEV,Sevilla,5,38,18,11,9,63
spn,2013,VIL,Villarreal,6,38,17,13,8,59
spn,2013,RSO,Real Sociedad,7,38,16,11,11,59
spn,2013,VAL,Valencia,8,38,13,15,10,49
spn,2013,CEL,Celta Vigo,9,38,14,17,7,49
spn,2013,LEV,Levante,10,38,12,14,12,48
spn,2013,MCF,Málaga,11,38,12,17,9,45
spn,2013,RAY,Rayo Vallecano,12,38,13,21,4,43
spn,2013,GET,Getafe,13,38,11,18,9,42
spn,2013,ESP,Espanyol,14,38,11,18,9,42
spn,2013,GRA,Granada,15,38,12,21,5,41
spn,2013,ELC,Elche,16,38,9,16,13,40
spn,2013,ALM,Almería,17,38,11,20,7,40
spn,2013,OSA,Osasuna,18,38,10,19,9,39
spn,2013,VLL,Real Valladolid,19,38,7,16,15,36
spn,2013,BET,Real Betis,20,38,6,25,7,25
spn,2014,BAR,Barcelona,1,38,30,4,4,94
spn,2014,RMA,Real Madrid,2,38,30,6,2,92
spn,2014,ATM,Atletico Madrid,3,38,23,6,9,78
spn,2014,VAL,Valencia,4,38,22,5,11,77
spn,2014,SEV,Sevilla,5,38,23,8,7,76
spn,2014,VIL,Villarreal,6,38,16,10,12,60
spn,2014,ATH,Athletic Club,7,38,15,13,10,55
spn,2014,CEL,Celta Vigo,8,38,13,13,12,51
spn,2014,MCF,Málaga,9,38,14,16,8,50
spn,2014,ESP,Espanyol,10,38,13,15,10,49
spn,2014,RAY,Rayo Vallecano,11,38,15,19,4,49
spn,2014,RSO,Real Sociedad,12,38,11,14,13,46
spn,2014,ELC,Elche,13,38,11,19,8,41
spn,2014,LEV,Levante,14,38,9,19,10,37
spn,2014,GET,Getafe,15,38,10,21,7,37
spn,2014,DEP,Deportivo La Coruña,16,38,7,17,14,35
spn,2014,GRA,Granada,17,38,7,17,14,35
spn,2014,EIB,Eibar,18,38,9,21,8,35
spn,2014,ALM,Almería,19,38,8,22,8,29
spn,2014,COR,Córdoba,20,38,3,24,11,20
spn,2015,BAR,Barcelona,1,38,29,5,4,91
spn,2015,RMA,Real Madrid,2,38,28,4,6,90
spn,2015,ATM,Atletico Madrid,3,38,28,6,4,88
spn,2015,VIL,Villarreal,4,38,18,10,10,64
spn,2015,ATH,Athletic Club,5,38,18,12,8,62
spn,2015,CEL,Celta Vigo,6,38,17,12,9,60
spn,2015,SEV,Sevilla,7,38,14,14,10,52
spn,2015,MCF,Málaga,8,38,12,14,12,48
spn,2015,RSO,Real Sociedad,9,38,13,16,9,48
spn,2015,BET,Real Betis,10,38,11,15,12,45
spn,2015,LPA,Las Palmas,11,38,12,18,8,44
spn,2015,VAL,Valencia,12,38,11,16,11,44
spn,2015,ESP,Espanyol,13,38,12,19,7,43
spn,2015,EIB,Eibar,14,38,11,17,10,43
spn,2015,DEP,Deportivo La Coruña,15,38,8,12,18,42
spn,2015,GRA,Granada,16,38,10,19,9,39
spn,2015,RSG,Sporting Gijón,17,38,10,19,9,39
spn,2015,RAY,Rayo Vallecano,18,38,9,18,11,38
spn,2015,GET,Getafe,19,38,9,20,9,36
spn,2015,LEV,Levante,20,38,8,22,8,32
spn,2016,RMA,Real Madrid,1,38,29,3,6,93
spn,2016,BAR,Barcelona,2,38,28,4,6,90
spn,2016,ATM,Atletico Madrid,3,38,23,6,9,78
spn,2016,SEV,Sevilla,4,38,21,8,9,72
spn,2016,VIL,Villarreal,5,38,19,9,10,67
spn,2016,RSO,Real Sociedad,6,38,19,12,7,64
spn,2016,ATH,Athletic Club,7,38,19,13,6,63
spn,2016,ESP,Espanyol,8,38,15,12,11,56
spn,2016,ALA,Alavés,9,38,14,11,13,55
spn,2016,EIB,Eibar,10,38,15,14,9,54
spn,2016,MCF,Málaga,11,38,12,16,10,46
spn,2016,VAL,Valencia,12,38,13,18,7,46
spn,2016,CEL,Celta Vigo,13,38,13,19,6,45
spn,2016,LPA,Las Palmas,14,38,10,19,9,39
spn,2016,BET,Real Betis,15,38,10,19,9,39
spn,2016,DEP,Deportivo La Coruña,16,38,8,18,12,36
spn,2016,LEG,Leganés,17,38,8,19,11,35
spn,2016,RSG,Sporting Gijón,18,38,7,21,10,31
spn,2016,OSA,Osasuna,19,38,4,24,10,22
spn,2016,GRA,Granada,20,38,4,26,8,20
spn,2017,BAR,Barcelona,1,38,28,1,9,93
spn,2017,ATM,Atletico Madrid,2,38,23,5,10,79
spn,2017,RMA,Real Madrid,3,38,22,6,10,76
spn,2017,VAL,Valencia,4,38,22,9,7,73
spn,2017,VIL,Villarreal,5,38,18,13,7,61
spn,2017,BET,Real Betis,6,38,18,14,6,60
spn,2017,SEV,Sevilla,7,38,17,14,7,58
spn,2017,GET,Getafe,8,38,15,13,10,55
spn,2017,EIB,Eibar,9,38,14,15,9,51
spn,2017,GIR,Girona,10,38,14,15,9,51
spn,2017,ESP,Espanyol,11,38,12,13,13,49
spn,2017,RSO,Real Sociedad,12,38,14,17,7,49
spn,2017,CEL,Celta Vigo,13,38,13,15,10,49
spn,2017,ALA,Alavés,14,38,15,21,2,47
spn,2017,LEV,Levante,15,38,11,14,13,46
spn,2017,ATH,Athletic Club,16,38,10,15,13,43
spn,2017,LEG,Leganés,17,38,12,19,7,43
spn,2017,DEP,Deportivo La Coruña,18,38,6,21,11,29
spn,2017,LPA,Las Palmas,19,38,5,26,7,22
spn,2017,MCF,Málaga,20,38,5,28,5,20
spn,2018,BAR,Barcelona,1,38,26,3,9,87
spn,2018,ATM,Atletico Madrid,2,38,22,6,10,76
spn,2018,RMA,Real Madrid,3,38,21,12,5,68
spn,2018,VAL,Valencia,4,38,15,7,16,61
spn,2018,GET,Getafe,5,38,15,9,14,59
spn,2018,SEV,Sevilla,6,38,17,13,8,59
spn,2018,ESP,Espanyol,7,38,14,13,11,53
spn,2018,ATH,Athletic Club,8,38,13,11,14,53
spn,2018,RSO,Real Sociedad,9,38,13,14,11,50
spn,2018,BET,Real Betis,10,38,14,16,8,50
spn,2018,ALA,Alavés,11,38,13,14,11,50
spn,2018,EIB,Eibar,12,38,11,13,14,47
spn,2018,LEG,Leganés,13,38,11,15,12,45
spn,2018,VIL,Villarreal,14,38,10,14,14,44
spn,2018,LEV,Levante,15,38,11,16,11,44
spn,2018,VLL,Real Valladolid,16,38,10,17,11,41
spn,2018,CEL,Celta Vigo,17,38,10,17,11,41
spn,2018,GIR,Girona,18,38,9,19,10,37
spn,2018,HUE,Huesca,19,38,7,19,12,33
spn,2018,RAY,Rayo Vallecano,20,38,8,22,8,32
spn,2019,RMA,Real Madrid,1,38,26,3,9,87
spn,2019,BAR,Barcelona,2,38,25,6,7,82
spn,2019,ATM,Atletico Madrid,3,38,18,4,16,70
spn,2019,SEV,Sevilla,4,38,19,6,13,70
spn,2019,VIL,Villarreal,5,38,18,14,6,60
spn,2019,RSO,Real Sociedad,6,38,16,14,8,56
spn,2019,GRA,Granada,7,38,16,14,8,56
spn,2019,GET,Getafe,8,38,14,12,12,54
spn,2019,VAL,Valencia,9,38,14,13,11,53
spn,2019,OSA,Osasuna,10,38,13,12,13,52
spn,2019,ATH,Athletic Club,11,38,13,13,12,51
spn,2019,LEV,Levante,12,38,14,17,7,49
spn,2019,VLL,Real Valladolid,13,38,9,14,15,42
spn,2019,EIB,Eibar,14,38,11,18,9,42
spn,2019,BET,Real Betis,15,38,10,17,11,41
spn,2019,ALA,Alavés,16,38,10,19,9,39
spn,2019,CEL,Celta Vigo,17,38,7,15,16,37
spn,2019,LEG,Leganés,18,38,8,18,12,36
spn,2019,MLL,Mallorca,19,38,9,23,6,33
spn,2019,ESP,Espanyol,20,38,5,23,10,25
spn,2020,ATM,Atletico Madrid,1,38,26,4,8,86
spn,2020,RMA,Real Madrid,2,38,25,4,9,84
spn,2020,BAR,Barcelona,3,38,24,7,7,79
spn,2020,SEV,Sevilla,4,38,24,9,5,77
spn,2020,RSO,Real Sociedad,5,38,17,10,11,62
spn,2020,BET,Real Betis,6,38,17,11,10,61
spn,2020,VIL,Villarreal,7,38,15,10,13,58
spn,2020,CEL,Celta Vigo,8,38,14,13,11,53
spn,2020,GRA,Granada,9,38,13,18,7,46
spn,2020,ATH,Athletic Club,10,38,11,14,13,46
spn,2020,OSA,Osasuna,11,38,11,16,11,44
spn,2020,CAD,Cádiz,12,38,11,16,11,44
spn,2020,VAL,Valencia,13,38,10,15,13,43
spn,2020,LEV,Levante,14,38,9,15,14,41
spn,2020,GET,Getafe,15,38,9,18,11,38
spn,2020,ALA,Alavés,16,38,9,18,11,38
spn,2020,ELC,Elche,17,38,8,18,12,36
spn,2020,HUE,Huesca,18,38,7,18,13,34
spn,2020,VLL,Real Valladolid,19,38,5,17,16,31
spn,2020,EIB,Eibar,20,38,6,20,12,30
spn,2021,RMA,Real Madrid,1,38,26,4,8,86
spn,2021,BAR,Barcelona,2,38,21,7,10,73
spn,2021,ATM,Atletico Madrid,3,38,21,9,8,71
spn,2021,SEV,Sevilla,4,38,18,4,16,70
spn,2021,BET,Real Betis,5,38,19,11,8,65
spn,2021,RSO,Real Sociedad,6,38,17,10,11,62
spn,2021,VIL,Villarreal,7,38,16,11,11,59
spn,2021,ATH,Athletic Club,8,38,14,11,13,55
spn,2021,VAL,Valencia,9,38,11,12,15,48
spn,2021,OSA,Osasuna,10,38,12,15,11,47
spn,2021,CEL,Celta Vigo,11,38,12,16,10,46
spn,2021,RAY,Rayo Vallecano,12,38,11,18,9,42
spn,2021,ELC,Elche,13,38,11,18,9,42
spn,2021,ESP,Espanyol,14,38,10,16,12,42
spn,2021,GET,Getafe,15,38,8,15,15,39
spn,2021,MLL,Mallorca,16,38,10,19,9,39
spn,2021,CAD,Cádiz,17,38,8,15,15,39
spn,2021,GRA,Granada,18,38,8,16,14,38
spn,2021,LEV,Levante,19,38,8,19,11,35
spn,2021,ALA,Alavés,20,38,8,23,7,31
spn,2022,BAR,Barcelona,1,38,28,6,4,88
spn,2022,RMA,Real Madrid,2,38,24,8,6,78
spn,2022,ATM,Atletico Madrid,3,38,23,7,8,77
spn,2022,RSO,Real Sociedad,4,38,21,9,8,71
spn,2022,VIL,Villarreal,5,38,19,12,7,64
spn,2022,BET,Real Betis,6,38,17,12,9,60
spn,2022,OSA,Osasuna,7,38,15,15,8,53
spn,2022,ATH,Athletic Club,8,38,14,15,9,51
spn,2022,MLL,Mallorca,9,38,14,16,8,50
spn,2022,GIR,Girona,10,38,13,15,10,49
spn,2022,RAY,Rayo Vallecano,11,38,13,15,10,49
spn,2022,SEV,Sevilla,12,38,13,15,10,49
spn,2022,CEL,Celta Vigo,13,38,11,17,10,43
spn,2022,CAD,Cádiz,14,38,10,16,12,42
spn,2022,GET,Getafe,15,38,10,16,12,42
